NUTS,Name,Unit,NACE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
BE22,Prov. Limburg,Million EUR,O-Q,2791.9,2973,3169.1,3384.8,3508.3,3687,3862.6,4046.3,4302.1,4439.4,4601.5,4835.4,5142.9,5241.2,5338,5368.2,5482.1,5645.9,5801.8,5965.2
BE22,Prov. Limburg,Million EUR,R-U,251.7,260.5,279.6,296.5,303.5,306.5,319.7,335.6,346.1,345,361.7,389.2,413.1,406.7,414,436.2,472.1,485.3,486,557.6
BE23,Prov. Oost-Vlaanderen,Million EUR,A,471.4,458.9,444.2,424.3,452.3,378,431,445.6,366.7,324.6,386.3,333.5,423.7,384.4,369.1,400,369.6,404.4,369.8,434.5
BE23,Prov. Oost-Vlaanderen,Million EUR,B-E,7283.4,7282.7,7555.3,7626.2,7790.7,7880,8065.8,8568.5,8000.9,8111.9,8543.9,8806,8505.5,8633.2,8683.2,9162.6,9371.4,9701.7,9545,9763.9
BE23,Prov. Oost-Vlaanderen,Million EUR,F,1925.4,1963.7,2020.1,2135.1,2205.3,2333,2591.5,2833.2,3100.8,3029.9,3069.8,3228.4,3215,3323.3,3254.1,3426.6,3395.2,3578.1,3773.8,3963.3
BE23,Prov. Oost-Vlaanderen,Million EUR,G-I,4817.7,5251.8,5508.5,5968.5,6372.7,6447.8,6805.5,7364.7,7540.6,7145.9,7352.7,7595.3,7825,7895.7,8046.8,8407.4,8743.5,9033.4,9164.6,9383
BE23,Prov. Oost-Vlaanderen,Million EUR,J,384.9,462.7,460.8,473.6,513.8,558,624.9,689.8,805.5,927.1,1017.7,983.4,1019.6,1052,1124.7,1218.5,1329.3,1397.7,1507.4,1698.7
BE23,Prov. Oost-Vlaanderen,Million EUR,K,754.2,713.6,798.8,738.8,810,869.3,953.9,973.5,902.8,994.1,1016.5,978.9,1063.8,1091.9,1163.8,1284.6,1365,1464.4,1557.6,1621.6
BE23,Prov. Oost-Vlaanderen,Million EUR,L,2265.5,2351.6,2393,2431.7,2402.7,2713.2,2927.9,3110.3,3121.3,3061.6,3216.7,3522.7,3704.4,3855.3,4011.5,4181.2,4296.6,4518,4742.6,4924.4
BE23,Prov. Oost-Vlaanderen,Million EUR,M-N,2761.7,2936.8,2994.3,3114.5,3458.7,3661.2,4058.5,4437,4718.1,4731.4,5039.8,5449.8,5556.6,5720.2,6039.4,6581.2,7033.8,7470.4,7637.3,7925.2
BE23,Prov. Oost-Vlaanderen,Million EUR,O-Q,5216.6,5566.4,5873.9,6163.9,6412.3,6660.7,6897,7269.9,7756,7891.3,8130.1,8429.6,8837.2,9121.3,9382.9,9466.4,9723.3,10035.9,10446,10869.9
BE23,Prov. Oost-Vlaanderen,Million EUR,R-U,497.2,515.4,546.4,566.8,590.1,636.6,633.8,650.4,669,654.7,679.2,717.7,754,759.9,804,822.5,828.4,841.5,894.3,921.5
BE24,Prov. Vlaams-Brabant,Million EUR,A,168.2,163.8,160.3,154.6,165.6,165.5,177.7,193.8,155.3,153.3,186.9,182.8,218.8,191.5,169.1,182.4,184.7,198.8,175.2,203.7
BE24,Prov. Vlaams-Brabant,Million EUR,B-E,3968.7,3887.8,3934.1,3773.3,3933.5,3983.4,4136.2,4196.6,4177.3,3974.6,4008.4,4092.9,4151.2,4183.3,4309.4,4447.9,4524.8,4523,4290.6,4406.6
BE24,Prov. Vlaams-Brabant,Million EUR,F,906.9,905.5,951.6,908.2,932.9,958,1011.2,1144,1246.3,1251.2,1226,1301.9,1294.2,1318.2,1327.2,1401.8,1417.6,1429.2,1604.2,1721.9
BE24,Prov. Vlaams-Brabant,Million EUR,G-I,6180.8,6347,6807,7546.6,8102.2,8351.1,8910.5,9403,9387.2,9243.6,9400.3,9648.4,10182.9,10009.1,10204.9,11079.5,12121.7,11599.8,12158.1,12557.7
BE24,Prov. Vlaams-Brabant,Million EUR,J,1326.7,1435.9,1499.1,1560.3,1601.8,1666.7,1800.5,1985.3,2145.8,2134.7,2353.9,2499.4,2534.7,2458,2526.9,2500.9,2720.6,2843.7,2918.3,3072.5
BE24,Prov. Vlaams-Brabant,Million EUR,K,851.3,868,829.9,794.8,891.3,1012.7,1030.8,1017.6,930.5,963.6,966.2,1035.2,1225.6,1165.1,1249,1405.3,1673.5,1805.8,1909.2,1929.7
BE24,Prov. Vlaams-Brabant,Million EUR,L,1942.1,2066.1,1996.8,2019.4,1996.6,2207.7,2499.5,2658.8,2705.2,2685.6,2828.5,2985.2,3102.8,3214.5,3326.4,3639.4,3665.9,3800.3,4023.1,4254.1
BE24,Prov. Vlaams-Brabant,Million EUR,M-N,3818.7,4143.3,4052.1,4205.6,4627.4,4957.5,5289.7,5734.5,6098.7,6702.7,6890.1,7100.5,7344.9,8034.5,8233.5,8197.5,7992.4,9224.1,9621.6,10058.5
BE24,Prov. Vlaams-Brabant,Million EUR,O-Q,3643.3,3807.2,4136.5,4143,4341.5,4548.3,4807.6,4994.5,5345.4,5446.2,5599,5760.4,6095.3,6260.3,6359.1,6450.3,6678.9,6933.5,7267.3,7569.3
BE24,Prov. Vlaams-Brabant,Million EUR,R-U,420.8,425.8,464.3,459.7,465.4,490.9,504.7,525.4,535.6,534.6,561.2,554.9,536.3,541.7,550.7,577.2,585.8,604.7,636.4,659.2
BE25,Prov. West-Vlaanderen,Million EUR,A,766.5,769,713.9,699.7,749.7,666.4,751.4,728.3,585.7,538.2,680.5,573.8,779.8,663.8,616.7,707.6,683,731.2,661.6,786.1
BE25,Prov. West-Vlaanderen,Million EUR,B-E,6618.8,6593.8,6606.5,6515.1,6730.5,6728.3,7008,7555.3,7067,6518.4,6955.5,7188,7158.1,7411.2,7594.6,7652.9,7925.2,8235.5,8415.5,8677
BE25,Prov. West-Vlaanderen,Million EUR,F,1621.8,1650,1682.6,1725.9,1871.4,2042.8,2244.2,2418,2564.5,2579.3,2611.8,2811.2,2782.3,2788.3,2869.1,2945.8,3063,3147.3,3346,3451.3
BE25,Prov. West-Vlaanderen,Million EUR,G-I,4389.2,4705.1,4872.4,5234.9,5500.7,5715,6053.3,6392.6,6600.8,6550.7,6686.6,6912.4,6960.6,7089,7379.9,7482.3,7679.5,7724.5,7917.2,8257.2
BE25,Prov. West-Vlaanderen,Million EUR,J,289.1,336.1,318,319.4,356.3,398.3,386.1,422.5,448,498.8,588.4,606.3,635.9,648.7,662.8,711.1,766.7,762.5,738.7,760.9
BE25,Prov. West-Vlaanderen,Million EUR,K,531.5,502.7,594.3,544,574.3,628.8,736.2,744.1,659.9,658.5,665.1,600.3,628.3,620.8,660.5,747.6,793.6,847.3,868.2,901.1
BE25,Prov. West-Vlaanderen,Million EUR,L,2239,2329.2,2393.6,2428,2481.4,2764.4,2953.8,3123.1,3161.6,3107.3,3231.1,3444.6,3621.4,3843.3,3938.7,4110,4154.7,4379,4566.3,4750.8
BE25,Prov. West-Vlaanderen,Million EUR,M-N,2397,2553.4,2642,2740.9,2982.8,3141.4,3504.4,3810.1,3980.8,3706.2,4044.6,4277.4,4458.1,4636.9,4995.3,5281,5692.2,5908.5,6142.3,6507.2
BE25,Prov. West-Vlaanderen,Million EUR,O-Q,4289.8,4464.6,4765.6,5025.1,5146.6,5348.8,5662.7,5957.1,6302.2,6419.2,6573,6767.1,7047.7,7189.9,7296,7338.4,7497,7818.1,8060.2,8315.5
BE25,Prov. West-Vlaanderen,Million EUR,R-U,445.3,448.6,481.4,501.5,525.7,560.7,555,567.3,614.7,599.1,603.7,622.2,676.6,676.2,715.3,763.8,798.1,806.9,832.2,886.8
BE31,Prov. Brabant wallon,Million EUR,A,71.6,66.9,63.8,68.1,66.9,60,63.8,66.4,61.2,54.1,70.2,64.6,75.6,71,66.4,70.5,67.9,69.5,65.5,72
BE31,Prov. Brabant wallon,Million EUR,B-E,1979.9,2037.8,2123.5,2167.9,2349.2,2727,2567.5,2957.3,2891.5,3092.3,4173.1,2886.5,3186.9,3639.7,3517.7,3464.3,3486.1,4007.7,4887.3,6558.9
BE31,Prov. Brabant wallon,Million EUR,F,336.1,339.6,328.5,345.2,352.1,390.4,416.9,427.9,472.1,475.1,450.4,489.1,512,511.1,519.2,511,505.1,530.5,606.3,595.8
BE31,Prov. Brabant wallon,Million EUR,G-I,1349.5,1339.6,1502.9,1646.2,1779.8,1861.1,1837.7,1988.4,2150.7,2039.2,2100.4,2217.3,2140.9,2170,2282.5,2459.5,2747,2678.6,2943.5,2973.8
BE31,Prov. Brabant wallon,Million EUR,J,341.4,361,390.6,400.9,440.4,484.7,506.5,569.9,641.9,697.2,776.6,867.5,897.5,614.6,409,464,473.1,500.5,566.5,578.4
BE31,Prov. Brabant wallon,Million EUR,K,250.3,275.5,299.8,291.2,364.7,394.9,402.4,436.1,377.4,377,412.4,422.8,463.6,740.6,1002.5,901.1,977.7,979.9,1249.7,1213.2
BE31,Prov. Brabant wallon,Million EUR,L,780.7,843.7,853,878.3,903,997.1,1032.4,1091.2,1129.2,1078.2,1091.6,1186.5,1204.8,1224.1,1226.3,1287.4,1293.3,1365.9,1407.9,1467.3
BE31,Prov. Brabant wallon,Million EUR,M-N,961.6,1068.7,1081.8,1141.5,1295.5,1338.6,1387.4,1456,1606,1479.7,1610.6,1723.4,1860,1938.5,2532.4,2792.3,3203.8,3257,3339,3799.9
BE31,Prov. Brabant wallon,Million EUR,O-Q,1294.7,1426,1504,1592,1607.6,1663.3,1731.6,1871.9,1982.4,2092.4,2160.9,2254.5,2363.2,2395.1,2430.7,2421.5,2484.2,2590.4,2680.5,2775.4
BE31,Prov. Brabant wallon,Million EUR,R-U,144.4,154,163.1,170.4,175.6,168.4,179.5,202.9,206,187.4,190.4,210.6,210.5,204.9,221.3,224,234.8,234.9,261.3,264.4
BE32,Prov. Hainaut,Million EUR,A,260.3,242.4,249.9,330,356.7,287.3,315,309.2,276.6,186.4,237.6,203.7,240.6,212.5,200.9,217,199.2,220.8,196.2,213.9
BE32,Prov. Hainaut,Million EUR,B-E,4492.9,4383.1,4344.7,4394.2,4677.5,4559.2,4595.4,4946.1,4989.6,4220.4,4738.9,4973.5,4699.7,4499,4752.7,4883.1,4789.2,4780.6,4563.8,4737.9
BE32,Prov. Hainaut,Million EUR,F,995.9,991.5,961,1008.2,1041.5,1079.7,1178.3,1294.5,1388.6,1353.9,1366.9,1492.4,1493.2,1443.4,1444.8,1432.2,1439.1,1465.8,1561,1628.6
BE32,Prov. Hainaut,Million EUR,G-I,3324.7,3451.2,3646,3781.2,3961.8,4268.6,4294.5,4505.5,4727.2,4539,4605.2,4770.5,4717.4,4750.3,4866.9,4989.3,5125.9,5279.7,5465.2,5631.2
BE32,Prov. Hainaut,Million EUR,J,297.4,317.1,321.8,296.7,411.9,427.2,398.5,399.6,511.3,506.2,585,561.8,630.4,633.4,634.7,724.9,718.8,765.6,785.9,906.8
BE32,Prov. Hainaut,Million EUR,K,477.4,491.8,504.4,418.4,520.1,535.9,560.8,518.4,491.5,523.5,533.5,517.9,538.4,552.7,597.3,647.2,695.6,752.2,797,754.4
BE32,Prov. Hainaut,Million EUR,L,2224,2351.3,2342.6,2331.7,2373.1,2516.7,2640.3,2745.1,2817.3,2690,2790.7,3009.1,3167.8,3304.6,3281.4,3313.8,3427.4,3543.9,3633.8,3741.8
BE32,Prov. Hainaut,Million EUR,M-N,1463.8,1604.5,1590.3,1581.3,1777.3,1918.9,2046.2,2186.3,2291.3,2210.7,2343.8,2518.4,2524,2602.3,2724.4,2834.5,2936.5,3080.9,3672.5,3319.9
BE32,Prov. Hainaut,Million EUR,O-Q,4938.4,5085.4,5329.7,5483.3,5684.9,5984.8,6317.8,6594.4,6941.9,7213.8,7445.8,7714.7,7997.7,8255.8,8444,8504.1,8701.7,8947.9,9201.9,9524.7
BE32,Prov. Hainaut,Million EUR,R-U,384,380.4,399.2,403,453.8,465.2,486.8,503.2,523.8,478.5,472.4,495.2,511.8,527.9,553.1,545.8,587.4,610.8,622.4,647.8
BE33,Prov. Liège,Million EUR,A,217.9,204.6,191.4,189,189.8,171.2,179.2,204.9,170.1,145.3,180.5,181.7,199,182,176.9,187.6,167.5,189.4,178.9,203.9
BE33,Prov. Liège,Million EUR,B-E,3954.2,3953.5,4020.7,3936.8,4068.5,4200.5,4133.3,4452.6,4419.1,4207.3,4328.7,4725.8,4679.7,4716.6,4790.9,4901.1,4944.2,5251,5279.3,5458.2
BE33,Prov. Liège,Million EUR,F,977.5,962.3,961.8,990.2,1055.2,1115.8,1277.7,1474.7,1618.6,1517.7,1530.2,1702.8,1682.4,1633.3,1652.4,1610.4,1622.2,1655.3,1746.4,1847.7
BE33,Prov. Liège,Million EUR,G-I,3129.5,3208,3303.3,3499.9,3651.9,3766.2,3899.4,4057.9,4233.7,4124.7,4228,4399,4402,4405.3,4449,4516.7,4638.4,4655.9,4871.1,5056.5
BE33,Prov. Liège,Million EUR,J,345.1,362.3,351.3,344,363.6,389,402.8,441.9,465.8,443,491.4,481.2,509.9,493.2,514.8,520.1,534.8,530.4,569.2,648.4
BE33,Prov. Liège,Million EUR,K,612.3,616.1,651.1,563.4,666.5,678.9,725.3,686,618.7,677.9,741.9,707.4,733.8,755.6,788.1,866,862,909.1,948.9,888.4
BE33,Prov. Liège,Million EUR,L,1653.8,1743.4,1749.5,1746.4,1773.4,1920.1,2024,2159.7,2202.1,2149.2,2269.4,2341.6,2423.5,2473.7,2433.6,2495.5,2578.8,2704.5,2813,2869.8
BE33,Prov. Liège,Million EUR,M-N,1488.1,1614.2,1622,1641.1,1780.1,1880.3,2023,2165.6,2323.4,2109.9,2240.9,2387.8,2443.3,2544.8,2705.6,2805.7,2952.4,3132.8,3181,3278
BE33,Prov. Liège,Million EUR,O-Q,4244,4373.5,4542.3,4789,4998.6,5257.4,5575.4,5699.6,6033.4,6515.4,6703.1,6983.4,7279.5,7401.5,7338.6,7517.5,7668.9,7879.8,8097.9,8409.7
BE33,Prov. Liège,Million EUR,R-U,382.7,380.6,395.6,412.7,449.6,476.9,496.7,516.4,550.8,460.9,462.3,466.3,481.7,498.9,523.8,535.3,547.6,568.8,599.8,617.5
BE34,Prov. Luxembourg,Million EUR,A,141.9,128.6,133.2,155.2,117.7,106.7,141.4,133.8,118.5,103.6,124.4,121.4,123.6,108.6,108.2,120,113.7,126,125.6,137.8
BE34,Prov. Luxembourg,Million EUR,B-E,816.8,777,745,709,757.9,791.1,842.9,854.3,794.8,737.1,744.3,759.9,739.7,716.4,742.3,816.9,798.3,856.2,869.3,914.6
BE34,Prov. Luxembourg,Million EUR,F,249.7,253,254,275,299.5,325,362,401.3,432.9,423.2,431,457.7,485.4,463.2,469,468.6,493.9,506.5,525.7,558.3
BE34,Prov. Luxembourg,Million EUR,G-I,691.4,717.7,748.3,803.1,825,854,893.5,927.9,951.6,940.9,970.2,999.7,964.6,985.5,1024.4,1054.1,1086.2,1122.3,1169.8,1222.4
BE34,Prov. Luxembourg,Million EUR,J,55.4,58.8,57.2,57.3,59.9,63.5,64,63.3,60.5,60.7,74.7,74.4,72.5,68.8,65.5,69,72.3,64.2,65.8,64.1
BE34,Prov. Luxembourg,Million EUR,K,67.3,67.2,71.6,61.6,70.3,71.7,75.1,75.7,72.9,75.4,77.2,73.4,73.7,102.4,83.8,93.4,99,99.4,100.3,94.1
BE34,Prov. Luxembourg,Million EUR,L,495.8,520.3,522.2,526,530,570.4,599.9,661.5,660.9,646.4,680.5,701.8,694.1,720.2,684.7,695.2,680.7,704.2,732.5,757.3
BE34,Prov. Luxembourg,Million EUR,M-N,298.4,322.4,324.4,329.9,343.6,378.8,410.8,414.6,426.7,390.5,414.2,441.6,436.2,452.7,474.3,493.9,508.1,528.1,544.7,562
BE34,Prov. Luxembourg,Million EUR,O-Q,1011.9,1086.6,1167.3,1193.4,1233.5,1297.2,1371.2,1404.1,1485.6,1581.6,1627.2,1729.5,1801.3,1856,1874.8,1868.9,1927.5,1990.9,2027.4,2088.3
BE34,Prov. Luxembourg,Million EUR,R-U,80,84,91.3,91.5,91,96.2,101.7,106.9,110.6,101.2,102.2,107,109.9,109.2,113,116.9,119.1,125.9,130.7,139.4
BE35,Prov. Namur,Million EUR,A,153.2,140.6,137.4,128.9,150.6,134.7,134.3,140.6,124.5,110.8,139.3,132.3,149.3,127.1,121.2,136.5,122.6,139.8,137.4,158.6
BE35,Prov. Namur,Million EUR,B-E,960.1,989.5,1020.5,1044.4,1078.2,1098.6,1167.3,1234.8,1275,1185.9,1261,1197.8,1158.5,1068,1111,1149,1165.7,1245,1235.4,1209.5
BE35,Prov. Namur,Million EUR,F,355.8,369.5,371.7,369.2,404.7,415,468.1,509.8,547.5,537.3,546.5,618.2,596.5,594.9,617,591.1,613.5,609.8,633.5,681.3
BE35,Prov. Namur,Million EUR,G-I,1302.2,1313.5,1365.9,1469.8,1518.4,1571.5,1656.6,1729.9,1799.5,1794.3,1838.1,1953.5,1968.7,2009,2059,2088.4,2124.9,2087.7,2176.7,2145.7
BE35,Prov. Namur,Million EUR,J,178.1,184.5,184.1,186.1,197.5,205.3,223.5,218.8,216.8,223,268.6,256.5,266.3,244,246.2,247.5,266.7,270,279.5,303.2
BE35,Prov. Namur,Million EUR,K,183.2,194.5,217.6,195.8,232.5,236.1,250.5,237.7,230,271.6,290.5,272.9,263.9,252.4,283.9,293.8,323.8,325.1,386.2,393.2
BE35,Prov. Namur,Million EUR,L,836.8,888.9,901.2,911.2,904.7,976.8,1020,1068.5,1090.2,1049.5,1076.1,1101.9,1154.1,1210.4,1223.4,1278,1276.3,1326.2,1371.5,1411.5
BE35,Prov. Namur,Million EUR,M-N,561.6,621.3,637.3,655.2,671.4,732.5,805.3,858.7,922.9,857.8,950.4,1009,1033.6,1086.1,1156.2,1202.8,1291.7,1357.6,1406.3,1457.1
BE35,Prov. Namur,Million EUR,O-Q,2122.8,2198,2291.8,2382.3,2534.7,2665.3,2753.3,2827.4,3045.2,3161,3337.3,3488.3,3629.4,3750.3,3762.8,3790.2,3907.6,4041.4,4116.1,4242.5
BE35,Prov. Namur,Million EUR,R-U,172.8,172.7,180,184.5,213.8,227.3,230,236.6,257.9,234.7,231.2,239.9,244.1,255.5,269.7,275.3,281.2,286.7,303,320.2
BG31,Severozapaden,Million EUR,A,257.9,335.7,337.1,290.4,297.6,292.3,278.4,246.3,366.5,285.7,261.9,328.9,306.2,317.8,332.8,316.8,368,359.9,311.1,330.1
BG31,Severozapaden,Million EUR,B-E,399,404.4,388.5,415.6,416.5,478.9,533.9,669.8,649.7,614.1,646,762.6,785.7,710.3,796.9,825.7,845.7,982.9,1184.9,1007.6
BG31,Severozapaden,Million EUR,F,42.2,56.2,52.4,56,53.4,70.5,89.6,107.4,129.9,110.9,98.7,99.9,93.8,98.9,72,46.3,62.1,66.2,61.5,97
BG31,Severozapaden,Million EUR,G-I,214.6,220.5,237.9,258.1,263.2,283.8,295.4,298.8,336.1,333.7,324.4,342.9,336.4,339,349.5,372.1,403,431.7,476,515.6
BG31,Severozapaden,Million EUR,J,37.8,48.3,54.7,56.3,63.7,48.7,39.1,40.7,55.5,34.6,14.5,11.9,11.1,11.9,13.3,13.2,14.3,15.5,18.6,24
BG31,Severozapaden,Million EUR,K,16.4,22.7,27.6,34.6,35.6,42.4,35,58.1,64.7,72.4,76.3,68.5,58.7,50.6,45.3,50.4,52.8,49.5,55.1,42.7
BG31,Severozapaden,Million EUR,L,201.4,206.1,244.8,225.7,260,285.5,289.7,382.6,360.7,455.5,476,454,446.8,436.9,418.6,415.4,421.8,470.8,540.6,575.6
BG31,Severozapaden,Million EUR,M-N,36.8,47.6,50,47.1,48.6,50.4,51.4,51.9,50.2,53.8,36.5,37.9,61.1,47.7,46.7,52.2,52.3,56.5,72.6,79.3
BG31,Severozapaden,Million EUR,O-Q,243,241.6,275.8,276.5,296.9,344.4,338.7,362.9,419.2,444.4,467.1,474.1,467.3,488.5,536.2,529.2,516.1,567.8,644.1,693.3
BG31,Severozapaden,Million EUR,R-U,17.5,15.9,15.2,17.5,17.1,22.5,23.1,41.5,40.3,56.4,38.5,43.6,45.2,47.1,43,46.7,39.5,43.2,46.7,54.4
BG32,Severen tsentralen,Million EUR,A,235.3,307.9,312.8,251.8,264,266.8,255.6,220.5,324.5,244.2,233.9,306.8,303.7,322.2,321.1,297.8,306.7,332.8,300.5,320.7
BG32,Severen tsentralen,Million EUR,B-E,273.1,323.2,396.1,399.5,397.1,472.4,567.3,667.3,652.6,708.2,629.6,767.9,899.3,866.4,923.9,936,1006.7,1051.4,1143,1133.4
BG32,Severen tsentralen,Million EUR,F,48.4,55.7,62,58,61.9,76.4,89.5,126.7,158.3,170.6,134,114.9,100.7,97.4,85.4,104.6,106.6,111.9,123.2,142.8
BG32,Severen tsentralen,Million EUR,G-I,236.4,247.4,281.8,310.3,339.1,360.9,410.4,448.2,481.8,483.1,491.5,523.4,512.8,542.9,591.7,615.1,650.5,679.7,729.3,802
BG32,Severen tsentralen,Million EUR,J,37.8,46.6,56,59.6,67.4,57.3,51.7,54.4,92.6,30.2,20.3,21.4,20.3,22.7,25.3,25.5,31.2,35.4,38.4,44.6
BG32,Severen tsentralen,Million EUR,K,19.1,26.2,28.2,41.9,38.3,63.7,45.3,78.2,78.1,62.9,101.1,88.4,83.6,66.9,57.6,65.6,66.6,65.9,66.9,54.9
BG32,Severen tsentralen,Million EUR,L,181,182.7,215.7,199.7,228.7,250.4,259.8,346.6,329.4,405.9,432.8,427,423.3,412.6,399.4,395.9,407.6,451,513.3,539.6
BG32,Severen tsentralen,Million EUR,M-N,35,44.6,47.4,43.8,47.8,51.2,55.1,61.8,58.2,63,54.5,60.7,75.5,58.2,59.3,75.1,83.7,87.8,101,125.9
BG32,Severen tsentralen,Million EUR,O-Q,228.3,223.7,253.9,254.6,278.1,319.6,314.7,345.1,395.8,434.7,478.7,477.9,471.8,493.5,541.1,538.3,518.9,569.7,627.2,690
BG32,Severen tsentralen,Million EUR,R-U,23.2,25.1,26.9,26.5,26.1,33.6,30.2,31.4,56,65.5,53.3,67.4,70.9,72.1,79,90.2,92.7,97.5,95.3,103.3
BG33,Severoiztochen,Million EUR,A,253.7,228.5,233.4,243.8,248.4,255.2,239.4,205.8,317.7,248.8,241.8,310.9,304.2,305.2,321.6,307.1,321.7,357.1,313.5,337.2
BG33,Severoiztochen,Million EUR,B-E,233.4,300,321.8,346.9,353.9,410.8,578.5,682.1,741.4,611.9,603.8,839.2,864.8,851.4,922.2,987.6,1065.6,1082.2,1103.3,1082.1
BG33,Severoiztochen,Million EUR,F,77.3,99.9,90.3,105.8,116.6,170,205.6,313.2,372.4,356.8,327.9,280.8,310.7,250.2,248.4,244.6,230.6,254.7,301.6,347.8
BG33,Severoiztochen,Million EUR,G-I,385.4,397.5,450.6,480.4,532.4,585,692.7,738.6,794.6,832.9,841.8,916.9,926.5,957.3,1038,1089.1,1120.5,1203.9,1336.7,1439
BG33,Severoiztochen,Million EUR,J,37.1,46.7,55.3,56.6,65.7,51.7,45.4,47.3,83.9,76.9,38.6,39.9,42.2,47.5,53.1,51.2,66.3,72.5,93.5,121.3
BG33,Severoiztochen,Million EUR,K,25.4,34.6,45.2,57.2,64.8,80,73.5,105.4,111.8,113.2,158,147.1,157.6,140.6,143,158.6,181.8,187.5,201.3,165.3
BG33,Severoiztochen,Million EUR,L,184.3,192.6,223.3,216.9,261.4,270.1,298.6,424.2,439.4,468.7,510.6,522.7,533.4,535.5,498.2,493.1,496.4,552.7,645,675
BG33,Severoiztochen,Million EUR,M-N,50.8,56.7,62.6,66.3,76.3,86.7,106.6,128.3,148.5,183.8,185.2,180.2,196.4,172.7,166.9,205.6,224.4,231.2,268.1,309.4
BG33,Severoiztochen,Million EUR,O-Q,240.6,237.4,272.9,271.4,300.4,346.8,347.1,384.6,439.9,488.8,532,534.7,568.1,580.2,645.5,649.2,631.3,701.4,786.3,852.8
BG33,Severoiztochen,Million EUR,R-U,26.5,23.8,24.5,27.7,27.9,36.5,34.8,37.9,75.7,115.4,88.5,102.3,96.3,101.1,108,112.3,117.9,122.2,122.4,143.3
BG34,Yugoiztochen,Million EUR,A,283,267,264.3,273,282.3,260.4,245.2,217.4,304.3,231.6,216.7,274.9,267.4,271.4,285.3,271.2,285.7,319.4,284.7,304.5
BG34,Yugoiztochen,Million EUR,B-E,622.7,579,562.1,617.4,698.3,899.2,909.1,981.3,991.4,1070.2,1213.6,1349.8,1565.3,1521.2,1706.3,1755.3,2312.6,2383.3,2129.3,1906
BG34,Yugoiztochen,Million EUR,F,81.2,98.7,98,132.6,144.2,216.1,306.2,382.9,521.1,597,421.2,382.4,349.8,321.9,314.1,256.5,237.5,261,292.6,307.3
BG34,Yugoiztochen,Million EUR,G-I,343.2,375,397,450.5,480.1,513,597.2,627.4,709.5,745.2,765.2,809.4,822.2,872,861.5,945.8,1009.9,1078,1186.1,1286.5
BG34,Yugoiztochen,Million EUR,J,39.5,51.1,57.8,60.2,70.6,58.5,55.3,55.5,93.3,39.6,30.2,34.4,27.8,31.7,34.9,33.9,46.9,44.7,51,64.1
BG34,Yugoiztochen,Million EUR,K,26.4,30.6,39.4,75.2,64.5,83.7,67.4,88,107.4,86.3,137.3,126.4,107.1,91.2,79.9,90.4,95,94.4,110.7,97
BG34,Yugoiztochen,Million EUR,L,199.9,209.4,248.1,231.8,279.2,293.1,313.4,431.6,440.4,506.2,546.3,580.8,588.8,588,563.8,552.5,569.2,651.8,747.4,770.3
BG34,Yugoiztochen,Million EUR,M-N,50.1,56,61.1,59.4,70,78.4,86.8,95.1,105,135.6,127.6,125.3,139.3,131.3,144.9,160.9,151.4,158.2,173.6,198.6
BG34,Yugoiztochen,Million EUR,O-Q,254.6,251.5,290.1,288.4,313.7,357,357.4,382.2,454.1,477,528,537.7,552.7,568.6,637.8,654.9,637.9,707.1,792.2,856.3
BG34,Yugoiztochen,Million EUR,R-U,29.5,29.9,31.2,33,34.2,43.2,38.3,41.2,78.4,105.8,78.1,91.2,97.4,99.6,101.7,113.8,115.9,116.6,118.3,129.9
BG41,Yugozapaden,Million EUR,A,210.7,206.7,197.5,265.4,271.3,273.9,257.4,249.9,339.8,231.2,238.9,263.1,267.2,263.6,284.9,279.6,289.7,317.6,285.9,288.6
BG41,Yugozapaden,Million EUR,B-E,736.6,996.9,1296.8,1432,1471.8,1532.7,1710.1,2141.7,2355.7,2531.9,2302,2837.1,2781.9,2604.5,2603.8,2887.6,3057.2,3188.1,2845.1,3504.4
BG41,Yugozapaden,Million EUR,F,306.9,322.9,369.7,345.1,401.7,565.8,734.8,965.1,1209.5,1471.3,1049.1,1144.3,1044.8,731.1,721.8,845.7,778.9,907.1,979.2,1130.2
BG41,Yugozapaden,Million EUR,G-I,1131,1366.6,1513,1651.4,1889.7,2113.7,2773.9,3037.3,3325.6,3348.3,3653.4,3901.8,3895.5,4217.5,4286.7,4773.4,5004.7,5516.2,6159.5,6963.3
BG41,Yugozapaden,Million EUR,J,196.2,266.6,355.4,381.1,450.9,469,611.4,744.2,1370.5,1491.8,1506.2,1775.9,1704.8,1866.9,1875.1,1899.1,2336.8,2480.4,2959.6,3585.6
BG41,Yugozapaden,Million EUR,K,182.1,250.4,301.8,404.5,516.8,821.3,916.2,1530.1,1470.2,1483,2347.7,2348.2,2201.2,1937.4,2088.1,2244.8,2449.9,2439.8,2659.3,2590.5
BG41,Yugozapaden,Million EUR,L,430.1,458.4,540,511.3,623.6,638.9,809.4,1156,1309,1253,1391.4,1471,1480.8,1455,1337,1321.1,1394.7,1596.5,1789.5,1987.5
BG41,Yugozapaden,Million EUR,M-N,318.4,391.5,412.5,378.1,429.8,513.5,655.5,931.6,1027.2,1281.3,1363.8,1433.1,1530.2,1484.5,1536.7,1823.2,1925.8,2010.8,2301.9,2762.4
