"NUTS","Name","Year","Employment_abs","GDP_EUR","GDP_NCU","GFCF_EUR","GVA_EUR","GVA_NACE_A","GVA_NACE_B-E","GVA_NACE_F","GVA_NACE_G-I","GVA_NACE_J","GVA_NACE_K","GVA_NACE_L","GVA_NACE_M-N","GVA_NACE_O-Q","GVA_NACE_R-U","GVA_NACE_L-M-N","Migration_abs","Population_abs","Pop_growth","Labor_Productivity_abs","Unemployment_abs","Wage_EUR","Wage_NCU","EMP_NACE_A","EMP_NACE_B-E","EMP_NACE_F","EMP_NACE_G-I","EMP_NACE_J","EMP_NACE_K","EMP_NACE_L","EMP_NACE_M-N","EMP_NACE_O-Q","EMP_NACE_R-U","EMP_NACE_L-M-N","GDP_growth"
"NL21","Overijssel","2015",584500,37913800000,NA,7225700000,3.4113e+10,6.27e+08,6.95e+09,2.13e+09,6.31e+09,1.048e+09,1.687e+09,2.193e+09,4.03e+09,8.457e+09,6.81e+08,6.223e+09,1848,1142467,0.00201021772973447,64865.44,41300,3314.65083333333,NA,16500,74700,33300,140700,11900,9700,4200,105900,166800,20900,110100,0.014196254457228
"NL21","Overijssel","2016",595900,38899600000,NA,7632800000,3.5398e+10,6.67e+08,6.936e+09,2.334e+09,6.622e+09,1.226e+09,1.552e+09,2.332e+09,4.297e+09,8.734e+09,6.98e+08,6.629e+09,1813,1146000,0.00309243067852288,66281.44,36800,3368.37666666667,NA,16400,74200,34000,144100,13300,9300,4100,111700,168200,21100,115800,0.026001086675564
"NL21","Overijssel","2017",614000,39999100000,NA,7495700000,3.691e+10,8.23e+08,7.156e+09,2.532e+09,6.998e+09,1.21e+09,1.453e+09,2.56e+09,4.588e+09,8.862e+09,7.29e+08,7.148e+09,2723,1149595,0.0031369982547993,67072.54,30400,3377.29583333333,NA,16700,73600,35500,148400,13300,9100,4000,120900,170300,22100,124900,0.0282650721344178
"NL21","Overijssel","2018",628000,41250300000,NA,8616700000,3.8931e+10,6.99e+08,7.5e+09,2.804e+09,7.419e+09,1.259e+09,1.387e+09,2.823e+09,5.066e+09,9.217e+09,7.58e+08,7.889e+09,4262,1154000,0.0038317842370574,69273.49,22700,3454.72333333333,NA,16300,75200,37100,152000,13700,8400,4100,126900,172100,22300,131000,0.0312807038158359
"NL21","Overijssel","2019",640400,41932700000,NA,8946500000,4.0773e+10,7.45e+08,7.772e+09,3.164e+09,7.97e+09,1.239e+09,1.292e+09,2.872e+09,5.256e+09,9.689e+09,7.74e+08,8.128e+09,5228,1159419,0.00469584055459272,71404.76,18600,3541.12666666667,NA,16200,76400,39000,155000,14100,7600,4100,128800,176500,22900,132900,0.0165429099909576
"NL22","Gelderland","2009",1012500,66629800000,NA,14820400000,5.7061e+10,1.187e+09,9.288e+09,3.724e+09,1.0543e+10,1.778e+09,3.623e+09,4.126e+09,7.47e+09,1.3872e+10,1.45e+09,1.1596e+10,2924,1995000,0.00379075667206382,62749.24,39400,3259.49083333333,NA,27100,111000,64700,234600,21000,25300,8600,190500,287000,42400,199100,-0.0182558112122212
"NL22","Gelderland","2010",1027800,66423300000,NA,13220500000,5.7557e+10,1.314e+09,9.091e+09,3.555e+09,1.0808e+10,1.803e+09,3.985e+09,3.985e+09,7.395e+09,1.4131e+10,1.491e+09,1.138e+10,1323,2001804,0.00341052631578947,62329.52,47800,3208.45,NA,26900,108000,63000,243500,21200,24200,8400,189500,299300,43400,197900,-0.00309921386526749
"NL22","Gelderland","2011",1043900,68763600000,NA,14869500000,5.9734e+10,1.202e+09,1.0144e+10,3.557e+09,1.1515e+10,1.77e+09,3.891e+09,4.138e+09,7.491e+09,1.4484e+10,1.543e+09,1.1629e+10,2092,2007709,0.00294983924500101,63511.6,48700,3258.0975,NA,26600,108500,62900,247200,21200,23400,8200,197200,304100,44600,205400,0.0352331184990809
"NL22","Gelderland","2012",1039300,67042800000,NA,13475200000,5.9038e+10,1.222e+09,9.725e+09,3.164e+09,1.1293e+10,1.762e+09,4.371e+09,3.589e+09,7.656e+09,1.471e+10,1.546e+09,1.1245e+10,2546,2013269,0.00276932563434243,62834.29,56100,3320.61083333333,NA,26200,108200,60200,247000,21400,23600,8100,198000,302400,44400,206100,-0.0250248678079682
"NL22","Gelderland","2013",1021500,6.6561e+10,NA,13360500000,5.9318e+10,1.382e+09,9.797e+09,2.978e+09,1.1631e+10,1.812e+09,3.967e+09,3.866e+09,7.459e+09,1.4917e+10,1.509e+09,1.1325e+10,1544,2017742,0.00222175973503789,64381.7,70700,3380.78083333333,NA,26100,107100,57300,243200,21100,21900,7900,197600,295500,43800,205500,-0.00718645402638315
"NL22","Gelderland","2014",1015200,67937600000,NA,13743200000,6.0704e+10,1.41e+09,1.0153e+10,3.045e+09,1.187e+10,1.783e+09,3.811e+09,4.276e+09,7.7e+09,1.5149e+10,1.509e+09,1.1976e+10,4061,2023136,0.00267328528622589,66393.98,73300,3443.2475,NA,26400,106700,56000,243100,21200,20600,7800,195500,293900,44000,203300,0.0206817806222864
"NL22","Gelderland","2015",1017200,68832400000,NA,12673800000,6.1932e+10,1.367e+09,1.0434e+10,3.105e+09,1.2442e+10,1.746e+09,3.516e+09,4.412e+09,8.032e+09,1.5315e+10,1.564e+09,1.2444e+10,7138,2031000,0.00388703478164592,67668.52,66200,3448.32083333333,NA,26500,106400,55300,245900,21000,19700,7800,197000,293000,44700,204800,0.0131709097760297
"NL22","Gelderland","2016",1032900,70140200000,NA,13455300000,6.3705e+10,1.43e+09,1.0773e+10,3.371e+09,1.2879e+10,1.868e+09,3.009e+09,4.621e+09,8.439e+09,1.575e+10,1.565e+09,1.306e+10,11175,2041628,0.005232890201871,68817.97,59500,3508.88583333333,NA,27100,107900,55900,248800,21700,18800,7500,207700,292500,45000,215200,0.0189997733625444
"NL22","Gelderland","2017",1055400,7.2274e+10,NA,13973100000,6.6793e+10,1.657e+09,1.1321e+10,3.638e+09,1.3727e+10,1.898e+09,2.881e+09,5.054e+09,8.76e+09,1.6234e+10,1.622e+09,1.3814e+10,11285,2054000,0.00605986986855588,70612.73,48900,3556.1,NA,27600,109400,58200,257100,22000,17600,7500,210800,298900,46100,218300,0.0304219263703269
"NL22","Gelderland","2018",1077700,73788400000,NA,16727300000,6.9974e+10,1.523e+09,1.2258e+10,3.99e+09,1.4441e+10,2.019e+09,2.605e+09,5.576e+09,9.205e+09,1.6699e+10,1.656e+09,1.4781e+10,11539,2066000,0.00584225900681597,72555.43,36200,3629.81166666667,NA,28000,111500,61000,264000,22500,16200,7700,217300,302800,46200,225000,0.0209535932700556
"NL22","Gelderland","2019",1103400,75027300000,NA,17058900000,7.3187e+10,1.594e+09,1.282e+10,4.395e+09,1.5359e+10,2.057e+09,2.406e+09,5.697e+09,9.621e+09,1.7511e+10,1.726e+09,1.5318e+10,13633,2079000,0.00629235237173282,74388.68,33900,3710.41166666667,NA,28300,114600,63600,269200,22900,14800,7800,221900,313200,47100,229700,0.0167899019358056
"NL23","Flevoland","2009",168900,11492900000,NA,3382700000,9.856e+09,3.43e+08,1.238e+09,4.59e+08,2.197e+09,4.67e+08,5.44e+08,6.18e+08,1.657e+09,2.166e+09,1.68e+08,2.275e+09,1165,385665,0.0120608078851861,64973.36,9500,3225.085,NA,6100,15500,8700,45400,5300,2900,1200,33700,44000,6100,34900,-0.0501029002157185
"NL23","Flevoland","2010",174100,11917300000,NA,4839900000,1.0321e+10,4.48e+08,1.311e+09,4.02e+08,2.328e+09,4.34e+08,6.35e+08,5.91e+08,1.659e+09,2.309e+09,2.02e+08,2.25e+09,892,389924,0.0110432629354492,65982.25,11800,3136.80916666667,NA,6400,15000,8200,45100,5900,2600,1100,33400,49600,6700,34500,0.0369271463251225
"NL23","Flevoland","2011",173900,12026400000,NA,3690800000,1.0443e+10,4.05e+08,1.397e+09,4.02e+08,2.512e+09,4.13e+08,5.34e+08,6.3e+08,1.663e+09,2.256e+09,2.29e+08,2.293e+09,640,393746,0.00980191011581744,66652.44,11300,3212.68833333333,NA,6300,14300,8300,46600,5200,2400,1100,33000,49400,7300,34100,0.00915475820865464
"NL23","Flevoland","2012",177800,11941500000,NA,4100100000,1.0506e+10,4.24e+08,1.265e+09,3.71e+08,2.601e+09,4.32e+08,6.43e+08,5.62e+08,1.7e+09,2.284e+09,2.24e+08,2.262e+09,138,397000,0.00826421093801588,65359.96,15700,3192.33416666667,NA,6200,14500,8300,49800,5500,2500,1100,33200,49400,7300,34300,-0.00705946916783077
"NL23","Flevoland","2013",174800,11626300000,NA,2639300000,1.038e+10,4.7e+08,1.203e+09,3.28e+08,2.65e+09,4.67e+08,4.93e+08,6.03e+08,1.633e+09,2.308e+09,2.24e+08,2.236e+09,-988,399167,0.00545843828715365,65837.01,21700,3206.80333333333,NA,6100,14200,7600,50100,5400,2000,1200,33100,47900,7300,34300,-0.0263953439685132
"NL23","Flevoland","2014",171300,11880900000,NA,2349600000,1.062e+10,3.98e+08,1.141e+09,3.4e+08,2.73e+09,5.19e+08,5.24e+08,6.79e+08,1.759e+09,2.305e+09,2.24e+08,2.438e+09,-888,400842,0.00419623866702408,68838.3,23600,3337.57583333333,NA,6100,13800,7400,49700,5800,2000,1200,34100,43900,7300,35300,0.0218986263901671
"NL23","Flevoland","2015",169900,12123400000,NA,3293700000,1.0908e+10,4.32e+08,1.231e+09,3.41e+08,2.818e+09,5.08e+08,4.56e+08,7.1e+08,1.873e+09,2.287e+09,2.52e+08,2.583e+09,-198,402930,0.00520903498136423,71355.86,16900,3392.28666666667,NA,6000,14100,7200,48700,5700,1500,1200,35400,42700,7600,36600,0.0204109116312737
"NL23","Flevoland","2016",170800,12426400000,NA,2994900000,1.1319e+10,4.91e+08,1.271e+09,4.23e+08,2.92e+09,5.3e+08,4.71e+08,7.46e+08,1.885e+09,2.322e+09,2.58e+08,2.631e+09,1421,405943,0.00747772565954384,73944.67,17700,3479.16666666667,NA,6000,14400,7900,49800,5600,1800,1100,34900,41700,7600,36000,0.0249929887655278
"NL23","Flevoland","2017",175900,12935600000,NA,3378800000,1.186e+10,5.08e+08,1.382e+09,4.63e+08,3.006e+09,5.17e+08,3.98e+08,8.16e+08,2.056e+09,2.441e+09,2.73e+08,2.872e+09,1569,409744,0.00936338352921469,75229.45,12600,3509.2725,NA,6200,14600,8400,51300,5200,1500,1200,36500,43100,7900,37700,0.0409772741904333
"NL23","Flevoland","2018",182500,13153800000,NA,3379400000,1.2382e+10,5.23e+08,1.517e+09,5.47e+08,3.151e+09,5.11e+08,3.16e+08,8.8e+08,2.092e+09,2.577e+09,2.68e+08,2.972e+09,2569,414108,0.0106505525401226,75815.67,10300,3551.79083333333,NA,6200,14900,9200,53200,5100,1300,1100,39000,44500,8000,40100,0.0168681777420452
"NL23","Flevoland","2019",188100,13347800000,NA,4078600000,1.2961e+10,5.59e+08,1.62e+09,5.84e+08,3.331e+09,4.64e+08,2.09e+08,9.47e+08,2.307e+09,2.665e+09,2.77e+08,3.254e+09,4052,419784,0.0137065693007621,77277.94,8100,3573.64333333333,NA,6300,15000,9700,53600,5200,1200,1200,41900,45900,8100,43100,0.0147485897611337
"NL31","Utrecht","2009",751800,62513800000,NA,11518100000,5.2767e+10,2.5e+08,4.364e+09,3.001e+09,8.918e+09,5.165e+09,6.654e+09,3.217e+09,8.556e+09,1.1097e+10,1.546e+09,1.1773e+10,3165,1215890,0.00810871313561781,78149.15,26000,3775.175,NA,7000,44300,43600,166600,47800,37200,7100,151400,207700,39300,158500,-0.00602454656899767
"NL31","Utrecht","2010",727100,61819200000,NA,10934800000,5.3284e+10,2.83e+08,4.116e+09,2.835e+09,8.962e+09,4.921e+09,7.596e+09,3.169e+09,8.216e+09,1.158e+10,1.606e+09,1.1385e+10,1223,1224852,0.00737073254981947,81565.58,27900,3926.59833333333,NA,6400,42900,41100,166000,41900,33800,7300,146200,203100,38400,153500,-0.0111111466588177
"NL31","Utrecht","2011",729400,6.2135e+10,NA,11722800000,5.3644e+10,2.55e+08,4.225e+09,2.809e+09,9.213e+09,4.897e+09,7.215e+09,3.217e+09,8.288e+09,1.1906e+10,1.617e+09,1.1505e+10,2332,1233000,0.00665223226969462,81629.24,28300,3991.49416666667,NA,6400,40800,41100,167600,40700,31600,7000,146800,208000,39500,153800,0.0051084452726661
"NL31","Utrecht","2012",730200,61566700000,NA,10134200000,5.4035e+10,2.71e+08,3.975e+09,2.658e+09,9.253e+09,4.948e+09,8.019e+09,2.851e+09,8.187e+09,1.2245e+10,1.629e+09,1.1038e+10,2232,1241206,0.00665531224655312,81853.89,35400,4082.34583333333,NA,6400,39800,41000,168500,41700,31300,6600,146900,209100,39000,153500,-0.00914621388911242
"NL31","Utrecht","2013",728700,61566700000,NA,9523900000,5.468e+10,3.04e+08,4e+09,2.541e+09,9.54e+09,5.115e+09,7.717e+09,3.048e+09,8.196e+09,1.2613e+10,1.606e+09,1.1244e+10,3166,1249483,0.00666851433202869,83194.4,44000,4128.4775,NA,6300,39100,38800,167800,42700,30300,6400,148100,211800,37500,154500,0
"NL31","Utrecht","2014",728600,62198100000,NA,9935900000,5.5578e+10,3.16e+08,4.05e+09,2.495e+09,9.587e+09,5.118e+09,7.941e+09,3.302e+09,8.328e+09,1.2756e+10,1.685e+09,1.163e+10,4166,1258622,0.00731422516352763,84698.7,43500,4157.09916666667,NA,6500,39400,37200,166600,43400,29100,6300,151100,210700,38400,157400,0.0102555439872528
"NL31","Utrecht","2015",730500,63145300000,NA,12021600000,5.6815e+10,2.87e+08,4.305e+09,2.491e+09,9.959e+09,5.008e+09,8.116e+09,3.373e+09,8.703e+09,1.2852e+10,1.723e+09,1.2076e+10,5154,1268593,0.00792215613583745,86441.19,44500,4146.345,NA,6400,41300,37700,168500,41800,31900,6200,149800,208600,38200,156000,0.015228761007169
"NL31","Utrecht","2016",739800,64218800000,NA,13267300000,5.7819e+10,2.85e+08,4.272e+09,2.578e+09,1.027e+10,4.972e+09,7.821e+09,3.531e+09,9.03e+09,1.3244e+10,1.816e+09,1.2561e+10,6035,1279059,0.00825008493661876,87205.29,34700,4212.2375,NA,6500,41600,37000,169400,41700,31500,6200,156500,210000,39400,162700,0.0170004735110927
"NL31","Utrecht","2017",767700,67249700000,NA,13478200000,6.1148e+10,3.39e+08,4.498e+09,2.742e+09,1.0943e+10,5.339e+09,7.672e+09,3.969e+09,9.942e+09,1.3828e+10,1.875e+09,1.3911e+10,6149,1307994,0.022622099527856,88870.95,29300,4268.73916666667,NA,6700,42400,37400,174700,45100,30900,6400,166900,216600,40500,173300,0.0471964596037297
"NL31","Utrecht","2018",792600,69396700000,NA,15764400000,6.4363e+10,3.05e+08,4.818e+09,2.903e+09,1.1392e+10,5.984e+09,7.328e+09,4.405e+09,1.0672e+10,1.4629e+10,1.927e+09,1.5077e+10,6943,1336821,0.02203909192244,90743.04,24100,4325.56166666667,NA,6800,43500,38900,179200,49100,30600,6600,173300,223000,41800,179900,0.0319257929775151
"NL31","Utrecht","2019",826400,72111900000,NA,1.6496e+10,6.8653e+10,3.17e+08,5.183e+09,3.381e+09,1.2445e+10,6.437e+09,7.342e+09,4.811e+09,1.1026e+10,1.5659e+10,2.051e+09,1.5837e+10,7600,1348496,0.00873340559431667,93169.78,21300,4450.63583333333,NA,7400,46800,42300,186900,51800,30100,6900,176700,234100,43400,183600,0.0391257797560979
"NL32","Noord-Holland","2009",1600200,132051100000,NA,23388600000,1.11962e+11,9.27e+08,1.1978e+10,4.425e+09,2.3021e+10,9.106e+09,1.3636e+10,7.656e+09,1.8982e+10,1.9214e+10,3.016e+09,2.6638e+10,8547,2657766,0.00814056036763576,77904.14,59400,3750.49166666667,NA,23400,104000,74500,419700,71400,69000,17900,367300,374300,78600,385200,-0.0455508076430469
"NL32","Noord-Holland","2010",1523400,134835800000,NA,21644200000,1.16103e+11,1.034e+09,1.1944e+10,3.946e+09,2.3381e+10,8.858e+09,1.7578e+10,7.471e+09,1.9077e+10,1.9721e+10,3.093e+09,2.6548e+10,7451,2682139,0.00917048378224419,84826.93,67100,3952.5675,NA,23100,104800,72000,396800,70400,67700,16600,319500,379500,73200,336100,0.0210880484903192
"NL32","Noord-Holland","2011",1547200,137034200000,NA,21356200000,1.17979e+11,9.36e+08,1.1337e+10,3.896e+09,2.4065e+10,8.859e+09,1.7725e+10,7.722e+09,2.0048e+10,2.0204e+10,3.187e+09,2.777e+10,9564,2702509,0.0075946846900925,84634.73,71700,4046.65916666667,NA,22800,104600,72400,405000,72600,68900,16200,328700,380700,75500,344900,0.0163042752740743
"NL32","Noord-Holland","2012",1546900,135715200000,NA,20267100000,1.1888e+11,9.89e+08,1.2343e+10,3.574e+09,2.4148e+10,8.749e+09,1.8103e+10,6.926e+09,1.9978e+10,2.089e+10,3.18e+09,2.6904e+10,7002,2717063,0.00538536596917901,85006.59,79900,4117.25333333333,NA,22300,103100,70800,404600,72700,65100,16100,328800,388000,75700,344900,-0.00962533440557175
"NL32","Noord-Holland","2013",1544500,137327300000,NA,20367100000,1.21814e+11,1.064e+09,1.2098e+10,3.388e+09,2.5507e+10,8.358e+09,1.9101e+10,7.424e+09,2.0509e+10,2.1244e+10,3.121e+09,2.7933e+10,7593,2732836,0.00580516535685775,87442.71,107500,4207.57083333333,NA,22100,101900,67900,404900,72000,66600,16000,331600,385900,75300,347600,0.0118785515550209
"NL32","Noord-Holland","2014",1552200,141870700000,NA,2.1516e+10,1.26778e+11,1.102e+09,1.1857e+10,3.502e+09,2.6884e+10,8.944e+09,1.9607e+10,8.137e+09,2.1877e+10,2.1636e+10,3.232e+09,3.0014e+10,12218,2751651,0.00688478928117165,90689.96,103300,4309.58833333333,NA,21300,101700,66900,414300,74800,65700,16300,338700,375300,77400,355000,0.0330844631766591
"NL32","Noord-Holland","2015",1608500,146560600000,NA,25002300000,1.31868e+11,1.149e+09,1.1309e+10,3.594e+09,2.9259e+10,9.842e+09,1.9672e+10,8.559e+09,2.3397e+10,2.1685e+10,3.401e+09,3.1956e+10,16448,2773394,0.00790180150026293,91116.34,93400,4217.36,NA,21200,103000,65500,427500,80300,63500,16900,378300,374100,78500,395200,0.0330575657975889
"NL32","Noord-Holland","2016",1632000,151836800000,NA,29778200000,1.36987e+11,1.222e+09,1.1462e+10,3.787e+09,3.0883e+10,1.0919e+10,1.9381e+10,9.062e+09,2.4375e+10,2.2362e+10,3.535e+09,3.3437e+10,18029,2797171,0.00857324996015712,93658.2,83600,4300.70916666667,NA,21500,103300,65600,436400,85900,63200,17100,384400,373800,80800,401500,0.0360001255453376
"NL32","Noord-Holland","2017",1662500,157406100000,NA,32054900000,1.42806e+11,1.286e+09,1.1818e+10,4.048e+09,3.2042e+10,1.166e+10,1.9358e+10,1.0212e+10,2.5862e+10,2.2887e+10,3.632e+09,3.6074e+10,15172,2820334,0.00828086663275145,95841.56,69700,4375.94833333333,NA,21500,102700,68800,445600,91400,62000,17500,391000,379500,82800,408500,0.0366795137937575
"NL32","Noord-Holland","2018",1726900,163854800000,NA,30503500000,1.51113e+11,1.257e+09,1.2652e+10,4.412e+09,3.3462e+10,1.2347e+10,1.9108e+10,1.153e+10,2.8503e+10,2.4015e+10,3.826e+09,4.0033e+10,16348,2842271,0.00777815677150295,97783.54,59100,4471.94166666667,NA,22400,105200,71900,460000,96700,62300,17600,413400,390900,86900,431000,0.0409685520446793
"NL32","Noord-Holland","2019",1776000,169863800000,NA,34129700000,1.60079e+11,1.328e+09,1.2825e+10,4.908e+09,3.5337e+10,1.3403e+10,2.0254e+10,1.2331e+10,3.049e+10,2.5138e+10,4.066e+09,4.2821e+10,20000,2866445,0.00850517068921296,101087.46,49600,4612.4125,NA,22500,107500,75900,469700,101700,63700,17800,425000,402400,89800,442800,0.0366727126699981
"NL33","Zuid-Holland","2009",1887200,144413700000,NA,29656200000,1.24494e+11,2.586e+09,1.6455e+10,8.591e+09,2.4532e+10,5.835e+09,7.84e+09,7.743e+09,1.9674e+10,2.8012e+10,3.226e+09,2.7417e+10,6725,3493585,0.00636209314765754,73450.48,87300,3645.02166666667,NA,41300,140700,131800,453600,54500,49600,18800,395400,519100,82300,414200,-0.0469208365974078
"NL33","Zuid-Holland","2010",1829700,145746800000,NA,29665500000,1.2639e+11,2.877e+09,1.6807e+10,7.615e+09,2.5144e+10,6.174e+09,8.911e+09,7.449e+09,1.9068e+10,2.897e+10,3.375e+09,2.6517e+10,5875,3501154,0.00216654239126857,76884.19,105400,3727.82166666667,NA,39800,139800,118300,441400,50900,48300,17000,374100,519300,80500,391100,0.0092311186542551
"NL33","Zuid-Holland","2011",1827500,145450500000,NA,29874500000,1.26329e+11,2.602e+09,1.783e+10,7.263e+09,2.531e+10,6.092e+09,8.493e+09,7.78e+09,1.8972e+10,2.8523e+10,3.464e+09,2.6752e+10,10880,3508220,0.002018191716217,76724.85,103100,3783.29833333333,NA,39000,139800,116200,448400,52100,46200,17300,372600,513400,82700,389900,-0.00203297773947696
"NL33","Zuid-Holland","2012",1824100,145746800000,NA,27128800000,1.28499e+11,2.73e+09,1.8472e+10,6.702e+09,2.6482e+10,5.833e+09,9.432e+09,6.895e+09,1.914e+10,2.942e+10,3.394e+09,2.6035e+10,3687,3527099,0.00538136148816209,77921.47,129600,3875.15583333333,NA,38600,138200,114300,448900,52100,46200,16400,373900,514800,81100,390300,0.00203711915737656
"NL33","Zuid-Holland","2013",1802000,144117500000,NA,28592500000,1.28425e+11,2.802e+09,1.738e+10,6.424e+09,2.7359e+10,5.881e+09,9.098e+09,7.275e+09,1.9009e+10,2.9742e+10,3.456e+09,2.6284e+10,4901,3541810,0.00417084975499695,79014.92,150000,3919.53666666667,NA,37500,133400,107500,441800,49600,45100,15800,372900,515700,82600,388700,-0.0111789761421863
"NL33","Zuid-Holland","2014",1795100,144265600000,NA,24547200000,1.28986e+11,2.801e+09,1.5659e+10,6.459e+09,2.8245e+10,5.75e+09,9.2e+09,7.949e+09,1.9404e+10,3.0033e+10,3.488e+09,2.7353e+10,10931,3556470,0.00413912660475858,79784.2,158200,3992.33666666667,NA,37300,134100,104900,445700,50300,43800,15500,377700,502900,82500,393200,0.00102763370166704
"NL33","Zuid-Holland","2015",1803900,148116600000,NA,51621100000,1.33268e+11,3.111e+09,1.7115e+10,6.484e+09,2.9556e+10,5.952e+09,8.728e+09,8.244e+09,2.0421e+10,3.0212e+10,3.447e+09,2.8665e+10,13241,3575106,0.00524002733047094,82109.11,146400,3991.0925,NA,37000,134300,103800,450900,52600,43700,15200,388100,499500,79200,403300,0.0266938202870262
"NL33","Zuid-Holland","2016",1841000,1.49894e+11,NA,31840400000,1.3577e+11,3.201e+09,1.6856e+10,6.856e+09,3.0133e+10,5.899e+09,8.261e+09,8.665e+09,2.1223e+10,3.1169e+10,3.506e+09,2.9888e+10,18508,3600445,0.00708762201736116,82288.02,133500,4021.85583333333,NA,37200,134700,104500,460800,53400,43300,15300,402400,509100,80900,417700,0.0120000054011502
"NL33","Zuid-Holland","2017",1880500,1.52412e+11,NA,33552300000,1.3972e+11,3.268e+09,1.7423e+10,7.238e+09,3.1145e+10,6.088e+09,7.465e+09,9.498e+09,2.1938e+10,3.2061e+10,3.597e+09,3.1436e+10,22267,3629748,0.00813871618647139,82899.96,106000,4039.49583333333,NA,37300,134400,108700,467000,56600,40100,15700,422100,515000,84000,437800,0.0167985376332608
"NL33","Zuid-Holland","2018",1940700,154633800000,NA,34297800000,1.45052e+11,3.11e+09,1.7714e+10,7.565e+09,3.2114e+10,6.407e+09,7.389e+09,1.0381e+10,2.312e+10,3.3541e+10,3.712e+09,3.3501e+10,20311,3659469,0.00818817174084813,83521.14,83600,4083.78416666667,NA,38800,135200,114000,477300,58000,39500,15700,445000,529600,87500,460700,0.0145775923155657
"NL33","Zuid-Holland","2019",1966300,155818700000,NA,39936600000,1.50703e+11,3.164e+09,1.7894e+10,8.109e+09,3.3622e+10,6.782e+09,7.763e+09,1.073e+10,2.3374e+10,3.5405e+10,3.86e+09,3.4104e+10,26701,3691296,0.00869716344092545,85956.35,80100,4222.68166666667,NA,38800,135400,119400,480800,60600,38400,15600,443700,545400,88300,459300,0.00766261968599362
"NL34","Zeeland","2009",174800,11139500000,NA,3109600000,9.742e+09,4.18e+08,2.282e+09,6.69e+08,2.011e+09,5.8e+07,4.49e+08,7.27e+08,9.09e+08,2.044e+09,1.75e+08,1.636e+09,198,381197,0.00108197539293827,62054.18,4800,3275.92333333333,NA,8200,24800,11300,49100,1000,3300,1600,25200,44100,6200,26800,-0.0758899313937765
"NL34","Zeeland","2010",180700,11831800000,NA,2948900000,1.0337e+10,5.49e+08,2.59e+09,6.38e+08,2.042e+09,7.8e+07,5.05e+08,7.04e+08,8.95e+08,2.144e+09,1.91e+08,1.599e+09,174,381470,0.000716165132464316,63670.84,5700,3177.83916666667,NA,7900,23700,11000,49200,1400,2900,1600,27200,49000,6800,28800,0.0621482113200772
"NL34","Zeeland","2011",183300,1.2178e+10,NA,3251400000,1.0637e+10,4.92e+08,2.755e+09,6.56e+08,2.131e+09,8e+07,4.79e+08,7.46e+08,9.11e+08,2.198e+09,1.9e+08,1.657e+09,-215,381469,-2.62143812095315e-06,64409.06,5900,3225.13,NA,7800,24100,11400,50200,1500,2800,1700,27500,49400,6900,29200,0.0292601294815666
"NL34","Zeeland","2012",182100,11955400000,NA,2833700000,1.0564e+10,5.39e+08,2.596e+09,6.32e+08,2.193e+09,1.22e+08,5.08e+08,6.61e+08,9.17e+08,2.22e+09,1.79e+08,1.578e+09,-212,381243,-0.000592446568397432,64168.86,6800,3289.745,NA,7800,22900,12000,50000,1700,2800,1800,27300,49000,6700,29100,-0.0182788635243882
"NL34","Zeeland","2013",178800,11831800000,NA,2.43e+09,1.0564e+10,5.89e+08,2.476e+09,5.79e+08,2.23e+09,1.3e+08,5.1e+08,7.21e+08,9.13e+08,2.238e+09,1.79e+08,1.634e+09,-142,380849,-0.00103346159798344,65505.09,9600,3346.25333333333,NA,7900,23000,10900,49300,1700,2700,1900,27200,47600,6600,29100,-0.0103384244776419
"NL34","Zeeland","2014",179300,12054300000,NA,2492100000,1.0775e+10,4.86e+08,2.588e+09,5.85e+08,2.269e+09,1.33e+08,4.88e+08,8.25e+08,9.39e+08,2.28e+09,1.82e+08,1.764e+09,-10,380674,-0.0004594996967302,66726.77,10300,3376.26416666667,NA,8000,23300,10800,49000,1600,2700,1900,27800,47900,6600,29700,0.0188052536384996
"NL34","Zeeland","2015",179200,12363400000,NA,2692200000,1.1124e+10,5.36e+08,2.755e+09,5.78e+08,2.417e+09,1.12e+08,4.44e+08,8.55e+08,9.59e+08,2.286e+09,1.82e+08,1.814e+09,852,381000,0.000856375796613375,68992.35,10500,3376.38583333333,NA,8000,23600,10400,50300,1600,2500,1900,27300,46900,6600,29200,0.0256423019171582
"NL34","Zeeland","2016",180800,12536500000,NA,3188300000,1.132e+10,5.91e+08,2.703e+09,5.98e+08,2.519e+09,1.16e+08,3.88e+08,8.95e+08,1.002e+09,2.326e+09,1.83e+08,1.897e+09,742,381411,0.00107874015748031,69860.95,7600,3434.50333333333,NA,8200,23600,10300,51600,1600,2400,1800,27800,46800,6700,29600,0.0140010029603507
"NL34","Zeeland","2017",182700,12684900000,NA,2684600000,1.1602e+10,5.97e+08,2.781e+09,6.33e+08,2.581e+09,1.08e+08,3.4e+08,9.69e+08,1.086e+09,2.322e+09,1.85e+08,2.055e+09,1241,381937,0.00137908974832923,70853.86,5600,3467.68583333333,NA,8100,23700,10700,52000,1600,2400,1800,28800,46600,6800,30600,0.0118374346907031
