"NUTS","Name","Year","Activity_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","NEET_share","Life_exp","Fertility_rate"
"PL43","Lubuskie","2018",0.595,0.094,0.657,0.248,0.162,76.9,1.38
"PL43","Lubuskie","2019",0.596,0.094,0.647,0.259,0.144,76.9,1.35
"PL51","Dolnośląskie","2009",0.584,0.109,0.694,0.198,0.157,75.3,1.31
"PL51","Dolnośląskie","2010",0.59,0.109,0.678,0.212,0.153,76.2,1.29
"PL51","Dolnośląskie","2011",0.584,0.109,0.666,0.225,0.153,76.7,1.21
"PL51","Dolnośląskie","2012",0.587,0.106,0.657,0.237,0.166,76.6,1.2
"PL51","Dolnośląskie","2013",0.594,0.096,0.653,0.251,0.16,76.9,1.19
"PL51","Dolnośląskie","2014",0.607,0.081,0.647,0.272,0.15,77.4,1.26
"PL51","Dolnośląskie","2015",0.606,0.087,0.641,0.272,0.135,77.2,1.24
"PL51","Dolnośląskie","2016",0.615,0.087,0.625,0.288,0.136,77.7,1.32
"PL51","Dolnośląskie","2017",0.611,0.073,0.629,0.298,0.146,77.4,1.39
"PL51","Dolnośląskie","2018",0.608,0.076,0.607,0.317,0.126,77.2,1.39
"PL51","Dolnośląskie","2019",0.629,0.072,0.578,0.35,0.11,77.5,1.38
"PL52","Opolskie","2009",0.581,0.113,0.724,0.162,0.148,76.9,1.14
"PL52","Opolskie","2010",0.578,0.107,0.712,0.18,0.157,77,1.14
"PL52","Opolskie","2011",0.582,0.108,0.711,0.181,0.168,77.5,1.1
"PL52","Opolskie","2012",0.592,0.105,0.695,0.2,0.173,77.1,1.15
"PL52","Opolskie","2013",0.588,0.098,0.693,0.209,0.183,77.2,1.16
"PL52","Opolskie","2014",0.595,0.094,0.674,0.231,0.17,78.1,1.23
"PL52","Opolskie","2015",0.597,0.09,0.662,0.248,0.147,77.5,1.21
"PL52","Opolskie","2016",0.599,0.083,0.67,0.247,0.141,78.2,1.28
"PL52","Opolskie","2017",0.614,0.077,0.664,0.259,0.129,77.6,1.36
"PL52","Opolskie","2018",0.616,0.072,0.67,0.259,0.117,78,1.32
"PL52","Opolskie","2019",0.614,0.063,0.674,0.263,0.124,78.2,1.33
"PL61","Kujawsko-pomorskie","2009",0.588,0.157,0.681,0.162,0.164,75.4,1.42
"PL61","Kujawsko-pomorskie","2010",0.581,0.143,0.686,0.171,0.177,75.7,1.39
"PL61","Kujawsko-pomorskie","2011",0.58,0.133,0.678,0.19,0.158,76.6,1.3
"PL61","Kujawsko-pomorskie","2012",0.604,0.125,0.673,0.201,0.166,76.6,1.29
"PL61","Kujawsko-pomorskie","2013",0.603,0.117,0.676,0.207,0.187,76.9,1.28
"PL61","Kujawsko-pomorskie","2014",0.599,0.109,0.689,0.202,0.182,77.5,1.31
"PL61","Kujawsko-pomorskie","2015",0.595,0.107,0.681,0.212,0.155,77.6,1.27
"PL61","Kujawsko-pomorskie","2016",0.599,0.099,0.669,0.232,0.157,77.8,1.34
"PL61","Kujawsko-pomorskie","2017",0.595,0.092,0.661,0.247,0.149,77.7,1.43
"PL61","Kujawsko-pomorskie","2018",0.597,0.094,0.653,0.253,0.153,77.2,1.39
"PL61","Kujawsko-pomorskie","2019",0.599,0.099,0.654,0.247,0.137,77.5,1.39
"PL62","Warmińsko-mazurskie","2009",0.563,0.182,0.622,0.197,0.153,75.3,1.48
"PL62","Warmińsko-mazurskie","2010",0.568,0.18,0.623,0.197,0.173,76.1,1.4
"PL62","Warmińsko-mazurskie","2011",0.554,0.183,0.623,0.194,0.183,76.5,1.31
"PL62","Warmińsko-mazurskie","2012",0.551,0.177,0.634,0.189,0.206,76.5,1.28
"PL62","Warmińsko-mazurskie","2013",0.561,0.17,0.623,0.207,0.207,76.3,1.27
"PL62","Warmińsko-mazurskie","2014",0.557,0.164,0.617,0.219,0.201,77.4,1.32
"PL62","Warmińsko-mazurskie","2015",0.564,0.158,0.616,0.226,0.203,77.1,1.27
"PL62","Warmińsko-mazurskie","2016",0.579,0.16,0.608,0.231,0.21,77.1,1.32
"PL62","Warmińsko-mazurskie","2017",0.586,0.148,0.618,0.234,0.2,77.1,1.45
"PL62","Warmińsko-mazurskie","2018",0.579,0.135,0.629,0.236,0.173,76.9,1.39
"PL62","Warmińsko-mazurskie","2019",0.573,0.143,0.615,0.242,0.174,77.2,1.35
"PL63","Pomorskie","2009",0.563,0.131,0.659,0.211,0.134,76.5,1.54
"PL63","Pomorskie","2010",0.593,0.12,0.653,0.227,0.147,77.2,1.5
"PL63","Pomorskie","2011",0.585,0.122,0.639,0.239,0.151,77.7,1.39
"PL63","Pomorskie","2012",0.597,0.115,0.626,0.259,0.162,77.3,1.4
"PL63","Pomorskie","2013",0.599,0.113,0.62,0.267,0.159,77.9,1.38
"PL63","Pomorskie","2014",0.602,0.112,0.623,0.265,0.156,78.2,1.43
"PL63","Pomorskie","2015",0.623,0.101,0.618,0.281,0.14,78,1.44
"PL63","Pomorskie","2016",0.628,0.089,0.605,0.306,0.137,78.3,1.54
"PL63","Pomorskie","2017",0.631,0.082,0.589,0.328,0.126,78.4,1.66
"PL63","Pomorskie","2018",0.623,0.082,0.59,0.328,0.121,78.2,1.62
"PL63","Pomorskie","2019",0.64,0.068,0.587,0.345,0.107,78.5,1.62
"PL71","Łódzkie","2009",0.597,0.146,0.652,0.202,0.117,74.1,NA
"PL71","Łódzkie","2010",0.615,0.138,0.649,0.213,0.134,74.8,NA
"PL71","Łódzkie","2011",0.625,0.131,0.65,0.219,0.145,75.1,NA
"PL71","Łódzkie","2012",0.62,0.119,0.647,0.235,0.154,75.2,NA
"PL71","Łódzkie","2013",0.625,0.112,0.653,0.235,0.143,75.4,1.25
"PL71","Łódzkie","2014",0.636,0.106,0.64,0.254,0.134,76.3,1.28
"PL71","Łódzkie","2015",0.625,0.099,0.633,0.268,0.13,75.9,1.27
"PL71","Łódzkie","2016",0.621,0.094,0.634,0.273,0.109,76.5,1.34
"PL71","Łódzkie","2017",0.628,0.097,0.621,0.281,0.106,76.4,1.42
"PL71","Łódzkie","2018",0.632,0.084,0.626,0.29,0.104,76.3,1.41
"PL71","Łódzkie","2019",0.614,0.081,0.628,0.291,0.107,76.9,1.36
"PL72","Świętokrzyskie","2009",0.61,0.129,0.661,0.21,0.145,76.3,NA
"PL72","Świętokrzyskie","2010",0.616,0.127,0.66,0.213,0.156,76.2,NA
"PL72","Świętokrzyskie","2011",0.62,0.128,0.657,0.215,0.18,76.7,NA
"PL72","Świętokrzyskie","2012",0.626,0.119,0.645,0.236,0.174,77.1,NA
"PL72","Świętokrzyskie","2013",0.609,0.111,0.629,0.26,0.197,77.1,1.19
"PL72","Świętokrzyskie","2014",0.607,0.112,0.63,0.258,0.187,77.9,1.21
"PL72","Świętokrzyskie","2015",0.615,0.114,0.634,0.252,0.185,77.4,1.21
"PL72","Świętokrzyskie","2016",0.609,0.102,0.624,0.274,0.174,77.9,1.23
"PL72","Świętokrzyskie","2017",0.606,0.093,0.628,0.279,0.165,77.9,1.29
"PL72","Świętokrzyskie","2018",0.589,0.084,0.627,0.289,0.175,77.7,1.29
"PL72","Świętokrzyskie","2019",0.588,0.078,0.621,0.301,0.157,78,1.26
"PL81","Lubelskie","2009",0.604,0.126,0.666,0.208,0.158,75.2,NA
"PL81","Lubelskie","2010",0.602,0.131,0.654,0.214,0.161,76.1,NA
"PL81","Lubelskie","2011",0.613,0.127,0.652,0.221,0.172,76,NA
"PL81","Lubelskie","2012",0.619,0.119,0.642,0.24,0.167,76.5,NA
"PL81","Lubelskie","2013",0.619,0.112,0.633,0.255,0.173,77.1,1.25
"PL81","Lubelskie","2014",0.615,0.108,0.623,0.269,0.178,77.8,1.27
"PL81","Lubelskie","2015",0.613,0.101,0.628,0.271,0.163,77.8,1.28
"PL81","Lubelskie","2016",0.605,0.097,0.637,0.266,0.165,78.2,1.29
"PL81","Lubelskie","2017",0.603,0.094,0.637,0.269,0.172,77.8,1.39
"PL81","Lubelskie","2018",0.608,0.098,0.615,0.288,0.139,77.8,1.36
"PL81","Lubelskie","2019",0.596,0.088,0.601,0.312,0.137,78.2,1.34
"PL82","Podkarpackie","2009",0.609,0.118,0.672,0.21,0.171,77.2,NA
"PL82","Podkarpackie","2010",0.608,0.108,0.682,0.21,0.184,77.9,NA
"PL82","Podkarpackie","2011",0.604,0.116,0.679,0.205,0.188,78.3,NA
"PL82","Podkarpackie","2012",0.606,0.11,0.671,0.219,0.204,78.4,NA
"PL82","Podkarpackie","2013",0.611,0.099,0.671,0.231,0.224,78.6,1.28
"PL82","Podkarpackie","2014",0.596,0.096,0.666,0.238,0.214,79,1.26
"PL82","Podkarpackie","2015",0.59,0.089,0.658,0.253,0.208,78.7,1.25
"PL82","Podkarpackie","2016",0.612,0.072,0.654,0.275,0.183,79.2,1.3
"PL82","Podkarpackie","2017",0.617,0.066,0.651,0.283,0.169,79.4,1.42
"PL82","Podkarpackie","2018",0.601,0.067,0.649,0.284,0.158,79.4,1.41
"PL82","Podkarpackie","2019",0.593,0.066,0.64,0.294,0.144,79.4,1.38
"PL84","Podlaskie","2009",0.602,0.172,0.613,0.215,0.121,76.6,NA
"PL84","Podlaskie","2010",0.595,0.152,0.622,0.226,0.134,77.3,NA
"PL84","Podlaskie","2011",0.605,0.142,0.619,0.24,0.138,77.8,NA
"PL84","Podlaskie","2012",0.616,0.134,0.619,0.247,0.137,77.9,NA
"PL84","Podlaskie","2013",0.615,0.129,0.61,0.261,0.15,77.7,1.23
"PL84","Podlaskie","2014",0.619,0.121,0.601,0.278,0.143,78.4,1.29
"PL84","Podlaskie","2015",0.617,0.12,0.599,0.281,0.129,78.2,1.28
"PL84","Podlaskie","2016",0.618,0.108,0.6,0.292,0.146,78.4,1.36
"PL84","Podlaskie","2017",0.617,0.102,0.593,0.305,0.131,78.5,1.46
"PL84","Podlaskie","2018",0.621,0.101,0.576,0.323,0.108,78.2,1.45
"PL84","Podlaskie","2019",0.62,0.091,0.58,0.329,0.115,78.7,1.42
"PL91","Warszawski stołeczny","2009",NA,NA,NA,NA,NA,NA,NA
"PL91","Warszawski stołeczny","2010",NA,NA,NA,NA,NA,NA,NA
"PL91","Warszawski stołeczny","2011",NA,NA,NA,NA,NA,NA,NA
"PL91","Warszawski stołeczny","2012",NA,NA,NA,NA,NA,NA,NA
"PL91","Warszawski stołeczny","2013",0.681,0.044,0.476,0.48,0.084,NA,NA
"PL91","Warszawski stołeczny","2014",0.702,0.039,0.444,0.517,0.081,79.3,1.35
"PL91","Warszawski stołeczny","2015",0.701,0.04,0.439,0.521,0.065,79.2,1.4
"PL91","Warszawski stołeczny","2016",0.688,0.037,0.43,0.533,0.052,79.5,1.5
"PL91","Warszawski stołeczny","2017",0.696,0.031,0.402,0.567,0.058,79.3,1.56
"PL91","Warszawski stołeczny","2018",0.709,0.03,0.396,0.574,0.05,79.1,1.59
"PL91","Warszawski stołeczny","2019",0.701,0.032,0.406,0.561,0.058,79.5,1.6
"PL92","Mazowiecki regionalny","2009",NA,NA,NA,NA,NA,NA,NA
"PL92","Mazowiecki regionalny","2010",NA,NA,NA,NA,NA,NA,NA
"PL92","Mazowiecki regionalny","2011",NA,NA,NA,NA,NA,NA,NA
"PL92","Mazowiecki regionalny","2012",NA,NA,NA,NA,NA,NA,NA
"PL92","Mazowiecki regionalny","2013",0.615,0.13,0.665,0.204,0.165,NA,NA
"PL92","Mazowiecki regionalny","2014",0.626,0.128,0.657,0.215,0.151,76.8,1.41
"PL92","Mazowiecki regionalny","2015",0.624,0.125,0.659,0.216,0.168,76.8,1.41
"PL92","Mazowiecki regionalny","2016",0.618,0.111,0.671,0.218,0.159,77,1.45
"PL92","Mazowiecki regionalny","2017",0.615,0.101,0.673,0.226,0.14,76.8,1.57
"PL92","Mazowiecki regionalny","2018",0.601,0.099,0.666,0.236,0.139,76.8,1.52
"PL92","Mazowiecki regionalny","2019",0.608,0.091,0.646,0.262,0.13,77,1.51
"PT11","Norte","2009",0.666,0.758,0.117,0.125,0.141,80.2,1.24
"PT11","Norte","2010",0.669,0.739,0.133,0.128,0.15,80.5,1.27
"PT11","Norte","2011",0.667,0.702,0.15,0.148,0.13,81,1.24
"PT11","Norte","2012",0.666,0.688,0.148,0.164,0.147,80.9,1.15
"PT11","Norte","2013",0.652,0.666,0.168,0.165,0.169,81.3,1.1
"PT11","Norte","2014",0.648,0.628,0.19,0.182,0.155,81.7,1.09
"PT11","Norte","2015",0.646,0.615,0.198,0.187,0.139,81.7,1.17
"PT11","Norte","2016",0.646,0.593,0.205,0.202,0.125,81.7,1.24
"PT11","Norte","2017",0.656,0.58,0.214,0.205,0.106,82,1.24
"PT11","Norte","2018",0.656,0.556,0.227,0.218,0.091,82,1.26
"PT11","Norte","2019",0.658,0.534,0.235,0.231,0.087,82.4,1.26
"PT15","Algarve","2009",0.681,0.656,0.195,0.149,0.143,79.3,1.55
"PT15","Algarve","2010",0.678,0.63,0.218,0.152,0.171,80.3,1.58
"PT15","Algarve","2011",0.692,0.615,0.221,0.164,0.163,80.3,1.51
"PT15","Algarve","2012",0.687,0.581,0.238,0.181,0.171,80.3,1.43
"PT15","Algarve","2013",0.672,0.562,0.252,0.187,0.189,80.6,1.31
"PT15","Algarve","2014",0.684,0.541,0.265,0.194,0.16,80.9,1.35
"PT15","Algarve","2015",0.671,0.55,0.253,0.197,0.152,80.8,1.49
"PT15","Algarve","2016",0.675,0.525,0.264,0.211,0.151,80.3,1.57
"PT15","Algarve","2017",0.691,0.503,0.271,0.225,0.116,80.3,1.62
"PT15","Algarve","2018",0.681,0.509,0.267,0.224,0.11,80.3,1.72
"PT15","Algarve","2019",0.693,0.491,0.288,0.221,0.116,80.7,1.78
"PT16","Centro (PT)","2009",0.709,0.754,0.134,0.112,0.097,80.2,1.22
"PT16","Centro (PT)","2010",0.71,0.724,0.153,0.123,0.105,80.4,1.26
"PT16","Centro (PT)","2011",0.677,0.688,0.166,0.146,0.124,80.9,1.23
"PT16","Centro (PT)","2012",0.676,0.642,0.193,0.165,0.138,80.6,1.18
"PT16","Centro (PT)","2013",0.678,0.624,0.206,0.17,0.122,81,1.11
"PT16","Centro (PT)","2014",0.668,0.596,0.207,0.197,0.114,81.5,1.12
"PT16","Centro (PT)","2015",0.668,0.568,0.214,0.218,0.121,81.5,1.19
"PT16","Centro (PT)","2016",0.663,0.546,0.222,0.233,0.111,81.5,1.22
"PT16","Centro (PT)","2017",0.666,0.539,0.236,0.225,0.088,81.6,1.23
"PT16","Centro (PT)","2018",0.674,0.522,0.235,0.242,0.085,81.8,1.27
"PT16","Centro (PT)","2019",0.675,0.494,0.254,0.252,0.075,82,1.28
"PT17","Área Metropolitana de Lisboa","2009",0.655,0.576,0.206,0.218,0.113,79.8,1.56
"PT17","Área Metropolitana de Lisboa","2010",0.651,0.566,0.205,0.229,0.128,80.1,1.63
"PT17","Área Metropolitana de Lisboa","2011",0.661,0.544,0.214,0.242,0.144,81,1.56
"PT17","Área Metropolitana de Lisboa","2012",0.659,0.515,0.235,0.249,0.162,81,1.5
"PT17","Área Metropolitana de Lisboa","2013",0.655,0.478,0.252,0.27,0.161,81.3,1.43
"PT17","Área Metropolitana de Lisboa","2014",0.656,0.433,0.257,0.31,0.132,81.7,1.5
"PT17","Área Metropolitana de Lisboa","2015",0.66,0.412,0.263,0.325,0.107,81.6,1.56
"PT17","Área Metropolitana de Lisboa","2016",0.665,0.404,0.273,0.323,0.122,81.7,1.63
"PT17","Área Metropolitana de Lisboa","2017",0.667,0.397,0.276,0.326,0.099,82,1.67
"PT17","Área Metropolitana de Lisboa","2018",0.67,0.385,0.287,0.328,0.092,81.7,1.72
"PT17","Área Metropolitana de Lisboa","2019",0.675,0.355,0.293,0.352,0.092,82.2,1.75
"PT18","Alentejo","2009",0.636,0.734,0.149,0.117,0.124,78.9,1.31
"PT18","Alentejo","2010",0.644,0.705,0.159,0.135,0.137,79.3,1.37
"PT18","Alentejo","2011",0.651,0.678,0.174,0.147,0.129,79.9,1.34
"PT18","Alentejo","2012",0.646,0.654,0.204,0.142,0.167,79.9,1.33
"PT18","Alentejo","2013",0.647,0.629,0.215,0.156,0.191,80.2,1.22
"PT18","Alentejo","2014",0.649,0.605,0.227,0.168,0.162,80.8,1.22
"PT18","Alentejo","2015",0.645,0.577,0.243,0.18,0.139,80.2,1.34
"PT18","Alentejo","2016",0.643,0.567,0.248,0.185,0.14,80.2,1.37
"PT18","Alentejo","2017",0.65,0.558,0.254,0.188,0.124,80.8,1.35
"PT18","Alentejo","2018",0.656,0.525,0.273,0.202,0.12,80.8,1.43
"PT18","Alentejo","2019",0.658,0.513,0.283,0.205,0.108,80.7,1.44
"RO11","Nord-Vest","2009",0.545,0.261,0.618,0.121,0.125,73,1.37
"RO11","Nord-Vest","2010",0.592,0.257,0.617,0.126,0.145,73.5,1.34
"RO11","Nord-Vest","2011",0.584,0.252,0.617,0.13,0.15,74.1,1.34
"RO11","Nord-Vest","2012",0.6,0.251,0.612,0.137,0.133,74.1,1.48
"RO11","Nord-Vest","2013",0.599,0.252,0.606,0.142,0.14,74.8,1.38
"RO11","Nord-Vest","2014",0.605,0.272,0.586,0.142,0.151,74.8,1.5
"RO11","Nord-Vest","2015",0.601,0.244,0.581,0.174,0.167,74.6,1.56
"RO11","Nord-Vest","2016",0.602,0.245,0.581,0.174,0.161,75.3,1.59
"RO11","Nord-Vest","2017",0.621,0.244,0.585,0.171,0.129,75.2,1.7
"RO11","Nord-Vest","2018",0.618,0.221,0.602,0.177,0.13,75.2,1.69
"RO11","Nord-Vest","2019",0.616,0.2,0.611,0.189,0.132,75.7,1.69
"RO12","Centru","2009",0.562,0.226,0.656,0.118,0.201,73.9,1.44
"RO12","Centru","2010",0.543,0.242,0.645,0.112,0.276,74.4,1.4
"RO12","Centru","2011",0.532,0.235,0.64,0.124,0.299,74.8,1.45
"RO12","Centru","2012",0.532,0.225,0.644,0.131,0.281,75,1.63
"RO12","Centru","2013",0.537,0.22,0.638,0.143,0.258,75.7,1.6
"RO12","Centru","2014",0.539,0.267,0.587,0.146,0.279,75.5,1.7
"RO12","Centru","2015",0.542,0.254,0.569,0.178,0.297,75.5,1.71
"RO12","Centru","2016",0.543,0.232,0.593,0.175,0.262,75.8,1.76
"RO12","Centru","2017",0.557,0.204,0.617,0.179,0.231,75.9,1.88
"RO12","Centru","2018",0.536,0.206,0.613,0.181,0.261,75.8,1.84
"RO12","Centru","2019",0.552,0.209,0.608,0.183,0.249,76,1.85
"RO21","Nord-Est","2009",0.625,0.298,0.59,0.112,0.125,73.4,1.48
"RO21","Nord-Est","2010",0.652,0.318,0.566,0.116,0.162,73.3,1.41
"RO21","Nord-Est","2011",0.651,0.309,0.569,0.122,0.157,74.3,1.52
"RO21","Nord-Est","2012",0.657,0.298,0.576,0.126,0.155,73.8,1.9
"RO21","Nord-Est","2013",0.663,0.289,0.592,0.119,0.147,74.6,1.8
"RO21","Nord-Est","2014",0.667,0.327,0.553,0.12,0.135,74.3,1.92
"RO21","Nord-Est","2015",0.691,0.318,0.567,0.116,0.125,74.3,2.01
"RO21","Nord-Est","2016",0.673,0.307,0.577,0.115,0.134,74.6,1.95
"RO21","Nord-Est","2017",0.68,0.3,0.579,0.121,0.126,74.5,2.16
"RO21","Nord-Est","2018",0.691,0.292,0.581,0.127,0.114,74.1,2.09
"RO21","Nord-Est","2019",0.696,0.293,0.591,0.117,0.1,74.6,2.14
"RO22","Sud-Est","2009",0.556,0.292,0.608,0.1,0.19,73.4,1.35
"RO22","Sud-Est","2010",0.572,0.302,0.595,0.103,0.226,73.4,1.32
"RO22","Sud-Est","2011",0.563,0.307,0.579,0.114,0.241,74.1,1.34
"RO22","Sud-Est","2012",0.569,0.3,0.577,0.123,0.244,73.8,1.6
"RO22","Sud-Est","2013",0.558,0.295,0.581,0.124,0.259,74.5,1.57
"RO22","Sud-Est","2014",0.552,0.328,0.552,0.12,0.27,74.2,1.67
"RO22","Sud-Est","2015",0.568,0.304,0.568,0.129,0.268,74.7,1.72
"RO22","Sud-Est","2016",0.55,0.282,0.589,0.129,0.271,74.4,1.77
"RO22","Sud-Est","2017",0.548,0.276,0.597,0.127,0.237,74.6,1.89
"RO22","Sud-Est","2018",0.557,0.266,0.603,0.131,0.217,74.5,1.84
"RO22","Sud-Est","2019",0.566,0.256,0.606,0.138,0.222,74.4,1.84
"RO31","Sud-Muntenia","2009",0.611,0.289,0.62,0.091,0.194,73.2,1.41
"RO31","Sud-Muntenia","2010",0.615,0.299,0.602,0.099,0.223,73.6,1.36
"RO31","Sud-Muntenia","2011",0.579,0.292,0.6,0.107,0.255,74.3,1.36
"RO31","Sud-Muntenia","2012",0.594,0.279,0.608,0.112,0.254,74.5,1.52
"RO31","Sud-Muntenia","2013",0.611,0.273,0.613,0.114,0.252,75.1,1.44
"RO31","Sud-Muntenia","2014",0.618,0.305,0.581,0.114,0.247,75,1.53
"RO31","Sud-Muntenia","2015",0.608,0.265,0.606,0.128,0.261,75.1,1.61
"RO31","Sud-Muntenia","2016",0.593,0.238,0.63,0.133,0.252,75.1,1.64
"RO31","Sud-Muntenia","2017",0.606,0.221,0.648,0.131,0.216,75.2,1.74
"RO31","Sud-Muntenia","2018",0.607,0.223,0.649,0.127,0.192,75.3,1.74
"RO31","Sud-Muntenia","2019",0.606,0.227,0.644,0.129,0.205,75.5,1.76
"RO32","Bucureşti-Ilfov","2009",0.601,0.131,0.592,0.277,0.114,75.5,1.31
"RO32","Bucureşti-Ilfov","2010",0.61,0.133,0.584,0.283,0.136,75.7,1.28
"RO32","Bucureşti-Ilfov","2011",0.621,0.119,0.571,0.31,0.127,76.1,1.16
"RO32","Bucureşti-Ilfov","2012",0.622,0.116,0.565,0.319,0.141,76,1.17
"RO32","Bucureşti-Ilfov","2013",0.621,0.116,0.553,0.331,0.145,76.6,1.13
"RO32","Bucureşti-Ilfov","2014",0.631,0.145,0.504,0.35,0.161,76.7,1.22
"RO32","Bucureşti-Ilfov","2015",0.632,0.145,0.519,0.336,0.155,76.7,1.27
"RO32","Bucureşti-Ilfov","2016",0.641,0.13,0.519,0.351,0.146,76.7,1.32
"RO32","Bucureşti-Ilfov","2017",0.655,0.109,0.53,0.361,0.12,76.7,1.52
"RO32","Bucureşti-Ilfov","2018",0.657,0.11,0.515,0.375,0.098,76.9,1.53
"RO32","Bucureşti-Ilfov","2019",0.654,0.105,0.493,0.403,0.117,77.2,1.55
"RO41","Sud-Vest Oltenia","2009",0.62,0.26,0.61,0.13,0.174,73.3,1.26
"RO41","Sud-Vest Oltenia","2010",0.631,0.277,0.597,0.126,0.206,73.7,1.2
"RO41","Sud-Vest Oltenia","2011",0.632,0.277,0.592,0.131,0.186,74.5,1.27
"RO41","Sud-Vest Oltenia","2012",0.633,0.254,0.61,0.137,0.185,74.4,1.48
"RO41","Sud-Vest Oltenia","2013",0.614,0.249,0.608,0.143,0.209,75.1,1.39
"RO41","Sud-Vest Oltenia","2014",0.629,0.265,0.584,0.151,0.198,74.8,1.47
"RO41","Sud-Vest Oltenia","2015",0.581,0.239,0.594,0.167,0.25,75,1.51
"RO41","Sud-Vest Oltenia","2016",0.569,0.208,0.623,0.168,0.242,75.7,1.52
"RO41","Sud-Vest Oltenia","2017",0.609,0.202,0.637,0.161,0.207,75.5,1.63
"RO41","Sud-Vest Oltenia","2018",0.61,0.202,0.651,0.147,0.198,76.1,1.66
"RO41","Sud-Vest Oltenia","2019",0.598,0.202,0.644,0.154,0.174,76.2,1.64
"RO42","Vest","2009",0.566,0.226,0.631,0.143,0.129,73.1,1.26
"RO42","Vest","2010",0.561,0.231,0.629,0.14,0.143,73.3,1.22
"RO42","Vest","2011",0.558,0.219,0.636,0.145,0.148,74.1,1.21
"RO42","Vest","2012",0.555,0.216,0.633,0.151,0.159,74.3,1.33
"RO42","Vest","2013",0.558,0.226,0.632,0.142,0.172,74.8,1.27
"RO42","Vest","2014",0.562,0.241,0.624,0.135,0.173,74.6,1.39
"RO42","Vest","2015",0.541,0.2,0.639,0.161,0.186,74.5,1.47
"RO42","Vest","2016",0.53,0.188,0.657,0.155,0.175,75.2,1.51
"RO42","Vest","2017",0.541,0.181,0.66,0.16,0.186,74.7,1.58
"RO42","Vest","2018",0.54,0.175,0.668,0.157,0.185,75.4,1.6
"RO42","Vest","2019",0.543,0.16,0.677,0.163,0.177,75.6,1.58
"RS11","Beogradski region","2009",NA,NA,NA,NA,NA,NA,NA
"RS11","Beogradski region","2010",NA,NA,NA,NA,NA,NA,NA
"RS11","Beogradski region","2011",NA,NA,NA,NA,NA,75.34,1.44
"RS11","Beogradski region","2012",NA,NA,NA,NA,NA,75.75,1.48
"RS11","Beogradski region","2013",0.527,0.115,0.571,0.314,0.178,76.08,1.45
"RS11","Beogradski region","2014",0.57,0.105,0.562,0.333,0.218,76.13,1.49
"RS11","Beogradski region","2015",0.578,0.096,0.561,0.343,0.211,76.25,1.48
"RS11","Beogradski region","2016",0.596,0.094,0.567,0.339,0.181,76.68,1.46
"RS11","Beogradski region","2017",0.613,0.088,0.55,0.362,0.183,76.5255,1.48
"RS11","Beogradski region","2018",0.619,0.078,0.549,0.374,0.149,76.6908,1.5
"RS11","Beogradski region","2019",0.617,0.078,0.538,0.384,0.139,76.802,1.53
"RS12","Region Vojvodine","2009",NA,NA,NA,NA,NA,NA,NA
"RS12","Region Vojvodine","2010",NA,NA,NA,NA,NA,NA,NA
"RS12","Region Vojvodine","2011",NA,NA,NA,NA,NA,73.38,1.38
"RS12","Region Vojvodine","2012",NA,NA,NA,NA,NA,73.88,1.44
"RS12","Region Vojvodine","2013",0.528,0.256,0.586,0.158,0.283,74.2,1.42
"RS12","Region Vojvodine","2014",0.564,0.219,0.594,0.187,0.258,74.37,1.45
"RS12","Region Vojvodine","2015",0.551,0.219,0.598,0.183,0.25,74.2,1.47
"RS12","Region Vojvodine","2016",0.567,0.217,0.585,0.199,0.238,74.53,1.45
"RS12","Region Vojvodine","2017",0.574,0.21,0.592,0.198,0.224,74.5918,1.51
"RS12","Region Vojvodine","2018",0.578,0.213,0.584,0.203,0.204,74.9214,1.48
"RS12","Region Vojvodine","2019",0.583,0.205,0.592,0.203,0.179,74.8786,1.5
"RS21","Region Sumadije i Zapadne Srbije","2009",NA,NA,NA,NA,NA,NA,NA
"RS21","Region Sumadije i Zapadne Srbije","2010",NA,NA,NA,NA,NA,NA,NA
"RS21","Region Sumadije i Zapadne Srbije","2011",NA,NA,NA,NA,NA,74.42,1.4
"RS21","Region Sumadije i Zapadne Srbije","2012",NA,NA,NA,NA,NA,75.17,1.46
"RS21","Region Sumadije i Zapadne Srbije","2013",0.554,0.28,0.567,0.152,0.25,75.35,1.42
"RS21","Region Sumadije i Zapadne Srbije","2014",0.589,0.266,0.586,0.148,0.24,75.5,1.48
"RS21","Region Sumadije i Zapadne Srbije","2015",0.586,0.256,0.584,0.16,0.255,75.36,1.48
"RS21","Region Sumadije i Zapadne Srbije","2016",0.602,0.252,0.577,0.171,0.232,75.8,1.5
"RS21","Region Sumadije i Zapadne Srbije","2017",0.607,0.254,0.579,0.167,0.217,75.6281,1.48
"RS21","Region Sumadije i Zapadne Srbije","2018",0.614,0.241,0.585,0.174,0.209,75.9564,1.49
"RS21","Region Sumadije i Zapadne Srbije","2019",0.612,0.234,0.589,0.177,0.212,75.8549,1.53
"RS22","Region Juzne i Istocne Srbije","2009",NA,NA,NA,NA,NA,NA,NA
"RS22","Region Juzne i Istocne Srbije","2010",NA,NA,NA,NA,NA,NA,NA
"RS22","Region Juzne i Istocne Srbije","2011",NA,NA,NA,NA,NA,73.88,1.35
"RS22","Region Juzne i Istocne Srbije","2012",NA,NA,NA,NA,NA,72.48,1.36
