"NUTS","Name","Year","Activity_rate","NEET_share","Life_exp","Fertility_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3"
"ES24","Aragón",2018,0.657,0.115,83.8,1.29,0.355,0.262,0.384
"ES24","Aragón",2019,0.666,0.116,84.4,1.26,0.343,0.265,0.393
"ES30","Comunidad de Madrid",2009,0.707,0.158,83.3,1.4,0.351,0.26,0.389
"ES30","Comunidad de Madrid",2010,0.714,0.155,83.9,1.37,0.32,0.263,0.416
"ES30","Comunidad de Madrid",2011,0.705,0.163,84.2,1.35,0.312,0.257,0.431
"ES30","Comunidad de Madrid",2012,0.706,0.176,84.2,1.33,0.307,0.248,0.445
"ES30","Comunidad de Madrid",2013,0.7,0.167,84.8,1.29,0.295,0.245,0.46
"ES30","Comunidad de Madrid",2014,0.691,0.155,84.9,1.35,0.279,0.249,0.472
"ES30","Comunidad de Madrid",2015,0.703,0.16,84.5,1.37,0.285,0.246,0.469
"ES30","Comunidad de Madrid",2016,0.694,0.148,85.2,1.36,0.289,0.245,0.466
"ES30","Comunidad de Madrid",2017,0.685,0.136,85.1,1.33,0.271,0.259,0.47
"ES30","Comunidad de Madrid",2018,0.688,0.111,85.5,1.27,0.277,0.251,0.472
"ES30","Comunidad de Madrid",2019,0.689,0.106,85.8,1.23,0.259,0.25,0.491
"ES41","Castilla y León",2009,0.62,0.165,83.1,1.18,0.485,0.205,0.309
"ES41","Castilla y León",2010,0.631,0.163,83.4,1.2,0.474,0.211,0.315
"ES41","Castilla y León",2011,0.636,0.182,83.7,1.19,0.456,0.211,0.333
"ES41","Castilla y León",2012,0.641,0.179,83.5,1.17,0.434,0.226,0.34
"ES41","Castilla y León",2013,0.632,0.18,84,1.13,0.427,0.235,0.337
"ES41","Castilla y León",2014,0.633,0.178,84.1,1.17,0.423,0.232,0.345
"ES41","Castilla y León",2015,0.63,0.154,83.9,1.18,0.425,0.227,0.347
"ES41","Castilla y León",2016,0.634,0.148,84.3,1.18,0.419,0.239,0.343
"ES41","Castilla y León",2017,0.631,0.131,84.2,1.14,0.402,0.245,0.353
"ES41","Castilla y León",2018,0.631,0.125,84.3,1.14,0.397,0.241,0.362
"ES41","Castilla y León",2019,0.632,0.12,84.7,1.13,0.386,0.23,0.384
"ES42","Castilla-La Mancha",2009,0.643,0.202,82.6,1.45,0.574,0.19,0.237
"ES42","Castilla-La Mancha",2010,0.644,0.209,83.1,1.43,0.558,0.203,0.24
"ES42","Castilla-La Mancha",2011,0.656,0.22,83.2,1.39,0.534,0.213,0.253
"ES42","Castilla-La Mancha",2012,0.658,0.232,83,1.35,0.538,0.209,0.253
"ES42","Castilla-La Mancha",2013,0.658,0.252,83.5,1.3,0.531,0.206,0.262
"ES42","Castilla-La Mancha",2014,0.655,0.225,83.7,1.3,0.512,0.216,0.272
"ES42","Castilla-La Mancha",2015,0.65,0.224,83.1,1.33,0.505,0.22,0.275
"ES42","Castilla-La Mancha",2016,0.647,0.203,83.6,1.34,0.509,0.218,0.274
"ES42","Castilla-La Mancha",2017,0.653,0.176,83.2,1.32,0.505,0.218,0.276
"ES42","Castilla-La Mancha",2018,0.649,0.16,83.8,1.27,0.5,0.215,0.284
"ES42","Castilla-La Mancha",2019,0.644,0.151,83.9,1.25,0.485,0.215,0.3
"ES43","Extremadura",2009,0.594,0.202,81.3,1.35,0.617,0.158,0.225
"ES43","Extremadura",2010,0.604,0.213,81.5,1.34,0.605,0.161,0.233
"ES43","Extremadura",2011,0.607,0.211,82.1,1.33,0.602,0.156,0.243
"ES43","Extremadura",2012,0.616,0.261,81.7,1.27,0.612,0.151,0.237
"ES43","Extremadura",2013,0.628,0.271,82.2,1.22,0.6,0.155,0.245
"ES43","Extremadura",2014,0.62,0.216,82.7,1.29,0.573,0.159,0.268
"ES43","Extremadura",2015,0.618,0.233,82.3,1.28,0.565,0.17,0.265
"ES43","Extremadura",2016,0.614,0.226,82.6,1.3,0.578,0.172,0.251
"ES43","Extremadura",2017,0.612,0.215,82.5,1.29,0.569,0.166,0.265
"ES43","Extremadura",2018,0.625,0.209,82.8,1.22,0.55,0.185,0.265
"ES43","Extremadura",2019,0.628,0.2,83.1,1.22,0.537,0.195,0.268
"ES51","Cataluña",2009,0.693,0.216,82.2,1.47,0.473,0.221,0.306
"ES51","Cataluña",2010,0.699,0.209,82.7,1.46,0.467,0.219,0.314
"ES51","Cataluña",2011,0.702,0.202,82.9,1.43,0.451,0.227,0.322
"ES51","Cataluña",2012,0.699,0.222,82.8,1.4,0.449,0.223,0.328
"ES51","Cataluña",2013,0.697,0.231,83.4,1.34,0.439,0.212,0.348
"ES51","Cataluña",2014,0.689,0.201,83.6,1.39,0.426,0.204,0.37
"ES51","Cataluña",2015,0.684,0.184,83.4,1.4,0.412,0.212,0.375
"ES51","Cataluña",2016,0.684,0.169,83.9,1.41,0.396,0.219,0.386
"ES51","Cataluña",2017,0.679,0.15,83.6,1.39,0.392,0.215,0.393
"ES51","Cataluña",2018,0.677,0.154,83.7,1.33,0.376,0.216,0.408
"ES51","Cataluña",2019,0.681,0.151,84.3,1.29,0.363,0.213,0.424
"ES52","Comunitat Valenciana",2009,0.663,0.216,81.6,1.36,0.508,0.225,0.267
"ES52","Comunitat Valenciana",2010,0.657,0.205,81.9,1.36,0.494,0.222,0.284
"ES52","Comunitat Valenciana",2011,0.654,0.219,82.1,1.32,0.482,0.221,0.298
"ES52","Comunitat Valenciana",2012,0.654,0.216,82.1,1.31,0.479,0.221,0.301
"ES52","Comunitat Valenciana",2013,0.657,0.219,82.8,1.26,0.474,0.218,0.308
"ES52","Comunitat Valenciana",2014,0.65,0.217,82.8,1.31,0.447,0.233,0.32
"ES52","Comunitat Valenciana",2015,0.651,0.186,82.5,1.32,0.437,0.238,0.325
"ES52","Comunitat Valenciana",2016,0.657,0.177,83,1.32,0.433,0.238,0.329
"ES52","Comunitat Valenciana",2017,0.652,0.16,82.8,1.3,0.427,0.24,0.333
"ES52","Comunitat Valenciana",2018,0.648,0.161,82.9,1.25,0.408,0.235,0.357
"ES52","Comunitat Valenciana",2019,0.641,0.148,83.5,1.25,0.399,0.232,0.369
"ES53","Illes Balears",2009,0.705,0.206,81.3,1.36,0.516,0.263,0.221
"ES53","Illes Balears",2010,0.712,0.223,81.8,1.35,0.504,0.27,0.226
"ES53","Illes Balears",2011,0.7,0.225,82.2,1.27,0.491,0.272,0.237
"ES53","Illes Balears",2012,0.719,0.242,82.1,1.25,0.47,0.283,0.248
"ES53","Illes Balears",2013,0.712,0.212,82.9,1.22,0.462,0.27,0.268
"ES53","Illes Balears",2014,0.696,0.224,83,1.24,0.471,0.25,0.279
"ES53","Illes Balears",2015,0.701,0.196,82.7,1.24,0.454,0.274,0.272
"ES53","Illes Balears",2016,0.695,0.199,83.4,1.26,0.423,0.285,0.292
"ES53","Illes Balears",2017,0.688,0.179,83.1,1.22,0.417,0.272,0.312
"ES53","Illes Balears",2018,0.693,0.148,83.6,1.22,0.424,0.279,0.297
"ES53","Illes Balears",2019,0.694,0.156,84.2,1.14,0.414,0.267,0.319
"ES61","Andalucía",2009,0.625,0.24,80.5,1.48,0.563,0.186,0.252
"ES61","Andalucía",2010,0.631,0.247,81,1.45,0.557,0.186,0.257
"ES61","Andalucía",2011,0.633,0.251,81.1,1.42,0.547,0.195,0.258
"ES61","Andalucía",2012,0.639,0.28,81.1,1.4,0.54,0.195,0.265
"ES61","Andalucía",2013,0.637,0.281,81.8,1.34,0.529,0.197,0.273
"ES61","Andalucía",2014,0.636,0.255,82.1,1.39,0.524,0.2,0.276
"ES61","Andalucía",2015,0.637,0.241,81.6,1.4,0.514,0.202,0.283
"ES61","Andalucía",2016,0.628,0.227,82.2,1.41,0.508,0.2,0.291
"ES61","Andalucía",2017,0.622,0.214,82.1,1.36,0.505,0.199,0.296
"ES61","Andalucía",2018,0.617,0.201,82.1,1.32,0.49,0.207,0.303
"ES61","Andalucía",2019,0.619,0.19,82.6,1.31,0.478,0.21,0.312
"ES62","Región de Murcia",2009,0.657,0.22,81.1,1.62,0.553,0.203,0.244
"ES62","Región de Murcia",2010,0.667,0.219,81.9,1.59,0.553,0.202,0.244
"ES62","Región de Murcia",2011,0.664,0.239,82,1.56,0.533,0.214,0.253
"ES62","Región de Murcia",2012,0.666,0.227,81.9,1.53,0.531,0.206,0.263
"ES62","Región de Murcia",2013,0.661,0.22,82.7,1.51,0.521,0.197,0.282
"ES62","Región de Murcia",2014,0.662,0.21,82.8,1.56,0.511,0.217,0.271
"ES62","Región de Murcia",2015,0.645,0.225,82.5,1.57,0.506,0.215,0.279
"ES62","Región de Murcia",2016,0.642,0.187,82.9,1.56,0.499,0.217,0.284
"ES62","Región de Murcia",2017,0.649,0.172,82.6,1.55,0.483,0.218,0.299
"ES62","Región de Murcia",2018,0.639,0.153,83,1.53,0.469,0.219,0.312
"ES62","Región de Murcia",2019,0.639,0.154,82.9,1.5,0.475,0.209,0.315
"FI19","Länsi-Suomi",2009,0.663,0.117,80.4,1.95,0.189,0.46,0.35
"FI19","Länsi-Suomi",2010,0.655,0.111,80.6,1.93,0.177,0.463,0.36
"FI19","Länsi-Suomi",2011,0.656,0.113,80.7,1.9,0.17,0.468,0.362
"FI19","Länsi-Suomi",2012,0.656,0.119,81,1.91,0.158,0.477,0.365
"FI19","Länsi-Suomi",2013,0.648,0.119,81.4,1.81,0.142,0.473,0.385
"FI19","Länsi-Suomi",2014,0.651,0.125,81.4,1.79,0.139,0.468,0.392
"FI19","Länsi-Suomi",2015,0.652,0.129,81.8,1.72,0.125,0.466,0.409
"FI19","Länsi-Suomi",2016,0.648,0.125,81.7,1.64,0.115,0.473,0.412
"FI19","Länsi-Suomi",2017,0.651,0.109,81.8,1.54,0.107,0.479,0.414
"FI19","Länsi-Suomi",2018,0.657,0.105,82,1.44,0.102,0.475,0.422
"FI19","Länsi-Suomi",2019,0.661,0.108,82.3,1.4,0.094,0.469,0.438
"FI1B","Helsinki-Uusimaa",2009,0.723,0.093,80.6,1.69,0.158,0.387,0.455
"FI1B","Helsinki-Uusimaa",2010,0.714,0.086,80.5,1.7,0.155,0.377,0.468
"FI1B","Helsinki-Uusimaa",2011,0.713,0.079,81,1.65,0.146,0.363,0.492
"FI1B","Helsinki-Uusimaa",2012,0.713,0.081,81.1,1.6,0.135,0.376,0.489
"FI1B","Helsinki-Uusimaa",2013,0.707,0.083,81.7,1.58,0.132,0.375,0.493
"FI1B","Helsinki-Uusimaa",2014,0.705,0.096,81.8,1.55,0.129,0.369,0.502
"FI1B","Helsinki-Uusimaa",2015,0.706,0.098,81.9,1.51,0.12,0.367,0.513
"FI1B","Helsinki-Uusimaa",2016,0.702,0.092,82,1.45,0.117,0.366,0.516
"FI1B","Helsinki-Uusimaa",2017,0.706,0.09,82.3,1.38,0.12,0.366,0.514
"FI1B","Helsinki-Uusimaa",2018,0.712,0.085,82.5,1.33,0.117,0.364,0.52
"FI1B","Helsinki-Uusimaa",2019,0.715,0.072,82.6,1.28,0.104,0.359,0.537
"FI1C","Etelä-Suomi",2009,0.653,0.107,79.6,1.76,0.193,0.469,0.338
"FI1C","Etelä-Suomi",2010,0.646,0.106,79.9,1.81,0.183,0.475,0.342
"FI1C","Etelä-Suomi",2011,0.647,0.106,80.5,1.74,0.177,0.469,0.354
"FI1C","Etelä-Suomi",2012,0.645,0.103,80.5,1.73,0.167,0.473,0.36
"FI1C","Etelä-Suomi",2013,0.632,0.115,80.8,1.68,0.156,0.482,0.362
"FI1C","Etelä-Suomi",2014,0.629,0.13,81.1,1.66,0.148,0.471,0.381
"FI1C","Etelä-Suomi",2015,0.632,0.135,81.5,1.62,0.132,0.479,0.389
"FI1C","Etelä-Suomi",2016,0.63,0.127,81.3,1.51,0.129,0.482,0.388
"FI1C","Etelä-Suomi",2017,0.633,0.121,81.5,1.47,0.127,0.475,0.398
"FI1C","Etelä-Suomi",2018,0.647,0.107,81.5,1.36,0.109,0.482,0.409
"FI1C","Etelä-Suomi",2019,0.643,0.095,81.7,1.3,0.106,0.469,0.426
"FI1D","Pohjois- ja Itä-Suomi",2009,0.623,0.141,79.6,2.11,0.187,0.489,0.324
"FI1D","Pohjois- ja Itä-Suomi",2010,0.625,0.124,79.8,2.1,0.17,0.498,0.332
"FI1D","Pohjois- ja Itä-Suomi",2011,0.627,0.111,80.1,2.09,0.163,0.499,0.338
"FI1D","Pohjois- ja Itä-Suomi",2012,0.625,0.118,80.2,2.04,0.152,0.502,0.346
"FI1D","Pohjois- ja Itä-Suomi",2013,0.629,0.127,80.4,1.99,0.138,0.51,0.352
"FI1D","Pohjois- ja Itä-Suomi",2014,0.628,0.13,80.7,1.92,0.124,0.508,0.368
"FI1D","Pohjois- ja Itä-Suomi",2015,0.627,0.145,81.1,1.81,0.115,0.518,0.367
"FI1D","Pohjois- ja Itä-Suomi",2016,0.627,0.136,81,1.73,0.116,0.509,0.375
"FI1D","Pohjois- ja Itä-Suomi",2017,0.635,0.127,81.1,1.63,0.111,0.497,0.391
"FI1D","Pohjois- ja Itä-Suomi",2018,0.638,0.114,81.1,1.53,0.099,0.506,0.395
"FI1D","Pohjois- ja Itä-Suomi",2019,0.638,0.114,81.5,1.44,0.091,0.506,0.403
"FI20","Åland",2009,0.734,NA,82,1.69,0.232,0.469,0.299
"FI20","Åland",2010,0.727,NA,83.2,1.83,0.198,0.527,0.276
"FI20","Åland",2011,0.718,NA,82.1,1.8,0.216,0.52,0.264
"FI20","Åland",2012,0.727,NA,79.7,1.85,0.199,0.475,0.327
"FI20","Åland",2013,0.726,NA,82.5,1.8,0.192,0.47,0.338
"FI20","Åland",2014,0.762,NA,83,1.78,0.189,0.491,0.32
"FI20","Åland",2015,0.755,NA,82.5,1.69,0.166,0.535,0.299
"FI20","Åland",2016,0.753,NA,80.9,1.79,0.176,0.532,0.292
"FI20","Åland",2017,0.733,NA,84,1.68,0.165,0.531,0.304
"FI20","Åland",2018,0.724,NA,83.4,1.66,0.169,0.467,0.364
"FI20","Åland",2019,0.705,NA,83.9,1.57,0.142,0.51,0.348
"FR10","Ile de France",2009,0.669,0.125,83.1,2.02,0.273,0.332,0.396
"FR10","Ile de France",2010,0.659,0.132,83.3,2.05,0.273,0.33,0.397
"FR10","Ile de France",2011,0.658,0.128,83.6,2.03,0.267,0.326,0.408
"FR10","Ile de France",2012,0.664,0.131,83.6,2.02,0.264,0.324,0.412
"FR10","Ile de France",2013,0.667,0.127,83.9,2.01,0.245,0.336,0.419
"FR10","Ile de France",2014,0.668,0.123,84.4,2.04,0.219,0.342,0.439
"FR10","Ile de France",2015,0.664,0.133,83.9,2,0.207,0.33,0.463
"FR10","Ile de France",2016,0.665,0.129,84.2,1.98,0.199,0.328,0.473
"FR10","Ile de France",2017,0.667,0.124,84.3,1.95,0.205,0.316,0.479
"FR10","Ile de France",2018,0.671,0.126,84.4,1.94,0.203,0.304,0.493
"FR10","Ile de France",2019,0.667,0.116,84.6,1.93,0.181,0.304,0.515
"FRB0","Centre — Val de Loire",2009,0.624,0.133,81.4,2.04,0.305,0.458,0.237
"FRB0","Centre — Val de Loire",2010,0.63,0.112,81.6,2.09,0.3,0.451,0.249
"FRB0","Centre — Val de Loire",2011,0.622,0.12,82.4,2.05,0.267,0.479,0.254
"FRB0","Centre — Val de Loire",2012,0.632,0.158,82.2,2.06,0.267,0.458,0.275
"FRB0","Centre — Val de Loire",2013,0.621,0.123,82.3,2.02,0.263,0.466,0.271
"FRB0","Centre — Val de Loire",2014,0.608,0.104,82.9,2.02,0.27,0.456,0.274
"FRB0","Centre — Val de Loire",2015,0.602,0.126,82.4,1.94,0.253,0.457,0.29
"FRB0","Centre — Val de Loire",2016,0.605,0.139,82.6,1.93,0.218,0.487,0.294
"FRB0","Centre — Val de Loire",2017,0.611,0.128,82.5,1.88,0.214,0.483,0.303
"FRB0","Centre — Val de Loire",2018,0.611,0.121,82.7,1.87,0.209,0.473,0.318
"FRB0","Centre — Val de Loire",2019,0.615,0.118,82.7,1.88,0.2,0.484,0.317
"FRC1","Bourgogne",2009,0.626,0.138,81.2,1.93,0.314,0.449,0.237
"FRC1","Bourgogne",2010,0.622,0.138,81.5,1.94,0.318,0.457,0.224
"FRC1","Bourgogne",2011,0.627,0.13,81.4,1.93,0.303,0.472,0.225
"FRC1","Bourgogne",2012,0.615,0.121,81.7,1.94,0.279,0.473,0.249
"FRC1","Bourgogne",2013,0.613,0.12,81.9,1.91,0.26,0.472,0.268
"FRC1","Bourgogne",2014,0.607,0.135,82.4,1.91,0.245,0.479,0.276
"FRC1","Bourgogne",2015,0.608,0.14,81.9,1.87,0.243,0.497,0.259
"FRC1","Bourgogne",2016,0.602,0.109,82.2,1.81,0.233,0.49,0.277
"FRC1","Bourgogne",2017,0.607,0.145,82,1.78,0.221,0.475,0.303
"FRC1","Bourgogne",2018,0.619,0.116,82.3,1.78,0.199,0.499,0.302
"FRC1","Bourgogne",2019,0.615,0.116,82.4,1.75,0.171,0.51,0.319
"FRC2","Franche-Comté",2009,0.623,0.141,81.4,2.04,0.335,0.433,0.232
"FRC2","Franche-Comté",2010,0.632,0.155,81.8,2.08,0.344,0.433,0.223
"FRC2","Franche-Comté",2011,0.63,0.144,81.9,2.02,0.321,0.448,0.231
"FRC2","Franche-Comté",2012,0.636,0.142,81.9,2.01,0.291,0.467,0.242
"FRC2","Franche-Comté",2013,0.619,0.13,82.4,1.98,0.25,0.468,0.282
"FRC2","Franche-Comté",2014,0.618,0.129,82.7,1.98,0.228,0.499,0.273
"FRC2","Franche-Comté",2015,0.626,0.167,82.4,1.93,0.234,0.509,0.257
"FRC2","Franche-Comté",2016,0.639,0.141,82.5,1.91,0.215,0.481,0.304
"FRC2","Franche-Comté",2017,0.632,0.134,82.6,1.86,0.2,0.475,0.325
"FRC2","Franche-Comté",2018,0.628,0.147,82.5,1.83,0.21,0.489,0.301
"FRC2","Franche-Comté",2019,0.606,0.134,82.8,1.8,0.215,0.494,0.291
"FRD1","Basse-Normandie",2009,0.645,0.133,81.2,2.01,0.292,0.458,0.25
"FRD1","Basse-Normandie",2010,0.609,0.133,81.5,2,0.299,0.454,0.247
"FRD1","Basse-Normandie",2011,0.606,0.156,82,1.99,0.309,0.444,0.247
"FRD1","Basse-Normandie",2012,0.627,0.139,81.5,1.97,0.299,0.449,0.253
"FRD1","Basse-Normandie",2013,0.613,0.126,82,1.93,0.264,0.478,0.258
"FRD1","Basse-Normandie",2014,0.613,0.133,82.4,1.91,0.26,0.496,0.244
"FRD1","Basse-Normandie",2015,0.616,0.11,82.1,1.87,0.266,0.466,0.269
"FRD1","Basse-Normandie",2016,0.608,0.126,82.3,1.82,0.259,0.488,0.253
"FRD1","Basse-Normandie",2017,0.598,0.139,82.5,1.76,0.248,0.514,0.238
"FRD1","Basse-Normandie",2018,0.623,0.115,82.3,1.75,0.214,0.502,0.285
"FRD1","Basse-Normandie",2019,0.609,0.144,82.5,1.77,0.219,0.5,0.282
"FRD2","Haute-Normandie",2009,0.617,0.165,80.3,2.05,0.376,0.432,0.192
"FRD2","Haute-Normandie",2010,0.601,0.148,80.7,2.1,0.371,0.411,0.218
"FRD2","Haute-Normandie",2011,0.616,0.149,81.1,2.09,0.351,0.412,0.237
"FRD2","Haute-Normandie",2012,0.617,0.16,81,2.09,0.327,0.414,0.26
"FRD2","Haute-Normandie",2013,0.613,0.156,81.2,2.03,0.294,0.454,0.252
"FRD2","Haute-Normandie",2014,0.615,0.159,81.5,2,0.275,0.477,0.248
"FRD2","Haute-Normandie",2015,0.62,0.16,81.2,1.97,0.267,0.456,0.277
"FRD2","Haute-Normandie",2016,0.615,0.166,81.6,1.95,0.266,0.463,0.271
"FRD2","Haute-Normandie",2017,0.607,0.19,81.6,1.91,0.259,0.467,0.274
"FRD2","Haute-Normandie",2018,0.591,0.185,81.6,1.9,0.242,0.488,0.27
"FRD2","Haute-Normandie",2019,0.595,0.142,81.8,1.88,0.219,0.492,0.289
"FRE1","Nord-Pas de Calais",2009,0.588,0.204,78.9,2.08,0.35,0.407,0.244
"FRE1","Nord-Pas de Calais",2010,0.593,0.198,79.3,2.1,0.332,0.408,0.26
"FRE1","Nord-Pas de Calais",2011,0.598,0.19,79.6,2.12,0.338,0.409,0.254
"FRE1","Nord-Pas de Calais",2012,0.605,0.208,79.6,2.1,0.325,0.414,0.261
"FRE1","Nord-Pas de Calais",2013,0.605,0.207,79.8,2.1,0.287,0.436,0.276
"FRE1","Nord-Pas de Calais",2014,0.594,0.189,80.6,2.09,0.262,0.448,0.29
"FRE1","Nord-Pas de Calais",2015,0.586,0.189,80.2,2.02,0.264,0.458,0.278
"FRE1","Nord-Pas de Calais",2016,0.582,0.189,80.5,1.96,0.249,0.465,0.286
"FRE1","Nord-Pas de Calais",2017,0.582,0.189,80.7,1.91,0.248,0.455,0.297
"FRE1","Nord-Pas de Calais",2018,0.574,0.165,80.6,1.86,0.235,0.446,0.319
"FRE1","Nord-Pas de Calais",2019,0.569,0.172,81.1,1.86,0.213,0.457,0.33
"FRE2","Picardie",2009,0.624,0.197,79.6,2.07,0.37,0.414,0.216
"FRE2","Picardie",2010,0.623,0.193,80.1,2.11,0.386,0.417,0.197
"FRE2","Picardie",2011,0.635,0.184,80.4,2.11,0.392,0.41,0.198
"FRE2","Picardie",2012,0.622,0.201,80.3,2.09,0.397,0.401,0.202
"FRE2","Picardie",2013,0.603,0.188,80.6,2.06,0.365,0.421,0.214
"FRE2","Picardie",2014,0.609,0.188,81.1,2.05,0.33,0.45,0.22
"FRE2","Picardie",2015,0.614,0.175,80.7,2.01,0.297,0.461,0.241
"FRE2","Picardie",2016,0.612,0.2,81,1.93,0.3,0.473,0.227
"FRE2","Picardie",2017,0.63,0.172,81.1,1.92,0.302,0.457,0.241
"FRE2","Picardie",2018,0.601,0.163,81.2,1.86,0.275,0.444,0.281
"FRE2","Picardie",2019,0.591,0.122,81.4,1.84,0.272,0.447,0.281
"FRF1","Alsace",2009,0.649,0.128,81.3,1.84,0.248,0.458,0.295
"FRF1","Alsace",2010,0.652,0.122,81.8,1.88,0.242,0.449,0.309
"FRF1","Alsace",2011,0.654,0.141,82.4,1.83,0.235,0.471,0.294
"FRF1","Alsace",2012,0.64,0.15,82.4,1.82,0.241,0.47,0.288
"FRF1","Alsace",2013,0.654,0.139,82.3,1.83,0.222,0.479,0.299
"FRF1","Alsace",2014,0.645,0.137,82.8,1.86,0.213,0.482,0.305
"FRF1","Alsace",2015,0.657,0.142,82.4,1.8,0.195,0.481,0.324
"FRF1","Alsace",2016,0.651,0.152,82.9,1.77,0.186,0.477,0.337
"FRF1","Alsace",2017,0.624,0.146,82.9,1.74,0.197,0.482,0.32
"FRF1","Alsace",2018,0.652,0.132,82.7,1.72,0.183,0.487,0.33
"FRF1","Alsace",2019,0.653,0.13,83.3,1.69,0.171,0.474,0.354
"FRF2","Champagne-Ardenne",2009,0.632,0.157,80.2,1.98,0.373,0.432,0.196
"FRF2","Champagne-Ardenne",2010,0.628,0.165,80.8,2,0.35,0.442,0.209
"FRF2","Champagne-Ardenne",2011,0.604,0.166,81.3,1.98,0.338,0.448,0.213
"FRF2","Champagne-Ardenne",2012,0.606,0.189,81,1.95,0.341,0.427,0.232
"FRF2","Champagne-Ardenne",2013,0.593,0.185,81.1,1.95,0.331,0.422,0.247
"FRF2","Champagne-Ardenne",2014,0.609,0.201,81.9,1.93,0.305,0.462,0.233
"FRF2","Champagne-Ardenne",2015,0.604,0.217,81.3,1.89,0.286,0.478,0.236
"FRF2","Champagne-Ardenne",2016,0.589,0.203,81.5,1.84,0.304,0.466,0.229
"FRF2","Champagne-Ardenne",2017,0.599,0.181,81.5,1.76,0.276,0.475,0.249
"FRF2","Champagne-Ardenne",2018,0.593,0.162,81.6,1.76,0.252,0.465,0.283
"FRF2","Champagne-Ardenne",2019,0.587,0.158,81.8,1.79,0.239,0.49,0.271
"FRF3","Lorraine",2009,0.617,0.179,80.6,1.82,0.312,0.473,0.215
"FRF3","Lorraine",2010,0.633,0.168,80.8,1.83,0.312,0.449,0.239
"FRF3","Lorraine",2011,0.626,0.175,81.2,1.8,0.298,0.455,0.247
"FRF3","Lorraine",2012,0.619,0.188,81.2,1.81,0.288,0.457,0.255
"FRF3","Lorraine",2013,0.614,0.169,81.5,1.8,0.255,0.47,0.276
"FRF3","Lorraine",2014,0.617,0.157,81.9,1.8,0.22,0.499,0.281
"FRF3","Lorraine",2015,0.611,0.147,81.5,1.74,0.22,0.476,0.305
"FRF3","Lorraine",2016,0.615,0.154,81.7,1.71,0.222,0.476,0.302
"FRF3","Lorraine",2017,0.617,0.145,81.9,1.69,0.228,0.467,0.305
"FRF3","Lorraine",2018,0.607,0.145,81.9,1.64,0.23,0.481,0.289
"FRF3","Lorraine",2019,0.6,0.116,82,1.64,0.206,0.464,0.33
"FRG0","Pays de la Loire",2009,0.631,0.144,82.1,2.11,0.278,0.458,0.264
"FRG0","Pays de la Loire",2010,0.647,0.14,82.5,2.13,0.278,0.458,0.264
"FRG0","Pays de la Loire",2011,0.633,0.124,82.9,2.1,0.264,0.465,0.271
"FRG0","Pays de la Loire",2012,0.651,0.137,82.6,2.09,0.256,0.469,0.275
"FRG0","Pays de la Loire",2013,0.647,0.114,82.9,2.07,0.237,0.481,0.282
"FRG0","Pays de la Loire",2014,0.648,0.105,83.5,2.03,0.207,0.488,0.304
"FRG0","Pays de la Loire",2015,0.653,0.121,82.8,1.96,0.192,0.484,0.324
"FRG0","Pays de la Loire",2016,0.646,0.113,83.2,1.91,0.181,0.497,0.322
"FRG0","Pays de la Loire",2017,0.635,0.09,83.1,1.88,0.172,0.494,0.333
"FRG0","Pays de la Loire",2018,0.625,0.112,83.3,1.86,0.183,0.471,0.346
"FRG0","Pays de la Loire",2019,0.62,0.109,83.4,1.85,0.176,0.473,0.351
"FRH0","Bretagne",2009,0.625,0.104,80.9,2.02,0.237,0.484,0.279
"FRH0","Bretagne",2010,0.614,0.109,81.1,2.02,0.233,0.487,0.279
"FRH0","Bretagne",2011,0.611,0.102,81.5,2.01,0.229,0.471,0.3
"FRH0","Bretagne",2012,0.62,0.11,81.4,2,0.2,0.48,0.319
"FRH0","Bretagne",2013,0.638,0.099,81.7,1.95,0.173,0.494,0.333
"FRH0","Bretagne",2014,0.634,0.083,82.3,1.93,0.163,0.502,0.336
"FRH0","Bretagne",2015,0.64,0.106,81.9,1.86,0.156,0.516,0.328
"FRH0","Bretagne",2016,0.625,0.096,82,1.83,0.16,0.501,0.338
"FRH0","Bretagne",2017,0.609,0.094,82.2,1.8,0.149,0.511,0.34
"FRH0","Bretagne",2018,0.608,0.101,82.2,1.79,0.135,0.488,0.377
"FRH0","Bretagne",2019,0.606,0.092,82.5,1.78,0.137,0.486,0.377
"FRI1","Aquitaine",2009,0.625,0.145,82.1,1.83,0.279,0.451,0.27
"FRI1","Aquitaine",2010,0.632,0.142,82.3,1.84,0.263,0.447,0.29
"FRI1","Aquitaine",2011,0.615,0.143,83.1,1.81,0.278,0.454,0.268
"FRI1","Aquitaine",2012,0.617,0.162,82.5,1.8,0.272,0.454,0.274
"FRI1","Aquitaine",2013,0.618,0.134,82.9,1.79,0.22,0.49,0.29
"FRI1","Aquitaine",2014,0.613,0.13,83.1,1.79,0.189,0.483,0.328
"FRI1","Aquitaine",2015,0.626,0.119,82.9,1.73,0.182,0.483,0.335
"FRI1","Aquitaine",2016,0.622,0.122,83.3,1.7,0.194,0.482,0.324
"FRI1","Aquitaine",2017,0.619,0.145,83,1.67,0.201,0.455,0.344
"FRI1","Aquitaine",2018,0.619,0.124,83.3,1.64,0.186,0.46,0.354
"FRI1","Aquitaine",2019,0.627,0.124,83.4,1.64,0.166,0.478,0.357
